"","species","id"
"5228","Plecturocebus moloch",842880
"5229","Plecturocebus oenanthe",3607577
"5230","Plecturocebus olallae",3607581
"5231","Plecturocebus pallescens",3607576
"5232","Plecturocebus stephennashi",3607574
"5233","Plecturocebus toppini",7655124
"5234","Plecturocebus urubambensis",6145205
"5235","Plecturocebus vieirai",6145206
"5236","Plerotes anchietae",3613544
"5237","Plesiobalaenoptera quarantellii",6145904
"5238","Pliogulo dudleyi",3612519
"5239","Pliopithecus platyodon",4941636
"5240","Podogymnura aureospinula",3614707
"5241","Podogymnura truei",62563
"5242","Podomys floridanus",489146
"5243","Podoxymys roraimae",3610233
"5244","Poecilogale albinucha",415263
"5245","Poecilogale doggetti",7656010
"5246","Poelagus marjorita",963429
"5247","Pogonomelomys bruijni",3608689
"5248","Pogonomelomys mayeri",640005
"5249","Pogonomys championi",3608685
"5250","Pogonomys fergussoniensis",3608683
"5251","Pogonomys forbesi",7654796
"5252","Pogonomys macrourus",449865
"5253","Pogonomys sylvestris",242780
"5254","Poiana leightoni",3613142
"5255","Poiana richardsonii",373466
"5256","Poliocitellus franklinii",532327
"5257","Pongo abelii",770295
"5258","Pongo tapanuliensis",7067552
"5259","Pontoporia blainvillei",140448
"5260","Porcula salvania",556761
"5261","Porthocyon pugnator",3612634
"5262","Potamochoerus albifrons",7655729
"5263","Potamochoerus choeropotamus",7655730
"5264","Potamochoerus intermedius",7655731
"5265","Potamochoerus johnstoni",7655732
"5266","Potamochoerus porcus",995192
"5267","Potamogale velox",922751
"5268","Potorous gilbertii",346313
"5269","Potorous longipes",242989
"5270","Potorous platyops",346316
"5271","Potos flavus",532115
"5272","Praomys aeta",7654798
"5273","Praomys butleri",7654799
"5274","Praomys coetzeei",4117333
"5275","Praomys daltoni",271591
"5276","Praomys degraaffi",1004216
"5277","Praomys delectorum",23041
"5278","Praomys derooi",540989
"5279","Praomys erythroleucus",848913
"5280","Praomys fumatus",447897
"5281","Praomys hartwigi",1004217
"5282","Praomys jacksoni",717793
"5283","Praomys lukolelae",298251
"5284","Praomys mattheyi",767038
"5285","Praomys minor",298253
"5286","Praomys misonnei",717792
"5287","Praomys morio",691123
"5288","Praomys mutoni",829503
"5289","Praomys obscurus",691119
"5290","Praomys petteri",717795
"5291","Praomys rostratus",756894
"5292","Praomys taitae",867107
"5293","Praomys tullbergi",717794
"5294","Praomys verschureni",308388
"5295","Presbytis albigena",7655038
"5296","Presbytis canicrus",6145130
"5297","Presbytis chrysomelas",471028
"5298","Presbytis frontata",704371
"5299","Presbytis ignita",7655039
"5300","Presbytis natunae",3607627
"5301","Presbytis nobilis",7655040
"5302","Presbytis pileata",7655041
"5303","Presbytis robinsoni",7655042
"5304","Presbytis sabana",6145132
"5305","Presbytis senex",1091914
"5306","Presbytis siamensis",3607626
"5307","Presbytis thomasi",512437
"5308","Presbytis vetulus",7655043
"5309","Priodontes maximus",476113
"5310","Prionailurus hispida",7656143
"5311","Prionailurus iriomotensis",418475
"5312","Prionailurus largha",7656144
"5313","Prionailurus planiceps",86166
"5314","Prionailurus rubiginosus",507541
"5315","Prionailurus viverrinus",862641
"5316","Prionodon linsang",194349
"5317","Prionodon pardicotor",7656222
"5318","Prionomys batesi",3610761
"5319","Procapra gutturosa",48576
"5320","Procapra picticaudata",513795
"5321","Procapra przewalskii",48578
"5322","Procavia bettoni",7654198
"5323","Procavia buchanani",7654199
"5324","Procavia butleri",7654200
"5325","Procavia daemon",7654201
"5326","Procavia goslingi",7654202
"5327","Procavia jacksoni",7654203
"5328","Procavia johnstoni",90404
"5329","Procavia latastei",7654204
"5330","Procavia lopesi",7654205
"5331","Procavia mackinderi",7654206
"5332","Procavia mima",7654207
"5333","Procavia oweni",7654208
"5334","Procavia pallida",7654209
"5335","Procavia pumila",7654210
"5336","Procavia ruficeps",7654211
"5337","Procavia ruwenzorii",7654212
"5338","Procavia sharica",7654213
"5339","Procavia syriaca",7654214
"5340","Procolobus verus",24731
"5341","Proconsul africanus",3607920
"5342","Proconsul heseloni",6145293
"5343","Proconsul nyanzae",6145296
"5344","Procyon brachyurus",6145585
"5345","Procyon cancrivorus",914060
"5346","Procyon minor",914053
"5347","Procyon obscurus",6145586
"5348","Procyon psora",7656082
"5349","Procyon pygmaeus",3612887
"5350","Proechimys brevicauda",7067174
"5351","Proechimys canicollis",3609837
"5352","Proechimys centralis",7654529
"5353","Proechimys chrysaeolus",3609832
"5354","Proechimys cuvieri",581072
"5355","Proechimys decumanus",3609840
"5356","Proechimys echinothrix",3609849
"5357","Proechimys gardneri",3609844
"5358","Proechimys guairae",692692
"5359","Proechimys gularis",873071
"5360","Proechimys guyannensis",581081
"5361","Proechimys hoplomyoides",873074
"5362","Proechimys kulinae",3609841
"5363","Proechimys longicaudatus",173063
"5364","Proechimys magdalenae",3609845
"5365","Proechimys mincae",3609856
"5366","Proechimys oconnelli",3609830
"5367","Proechimys oris",757312
"5368","Proechimys pattoni",3609831
"5369","Proechimys poliopus",3609835
"5370","Proechimys quadruplicatus",584906
"5371","Proechimys roberti",472373
"5372","Proechimys simonsi",945061
"5373","Proechimys steerei",873077
"5374","Proechimys trinitatis",3609836
"5375","Proechimys trinitatus",3609843
"5376","Proechimys urichi",3609853
"5377","Proedromys bedfordi",708471
"5378","Proedromys liangshanensis",708466
"5379","Profelis aurata",660447
"5380","Prohylobates tandyi",3607648
"5381","Prolagus bilobus",7654383
"5382","Prolagus sardus",3611382
"5383","Prolemur simus",3607543
"5384","Prometheomys schaposchnikowi",662401
"5385","Promops centralis",301613
"5386","Promops davisoni",7067796
"5387","Promops nasutus",3613991
"5388","Pronolagus caucinus",7654350
"5389","Pronolagus crassicaudatus",880862
"5390","Pronolagus randensis",568360
"5391","Pronolagus ruddi",7654351
"5392","Pronolagus rupestris",568267
"5393","Pronolagus saundersiae",667751
"5394","Propalaeotherium argentonicum",7656793
"5395","Propithecus candidus",1046413
"5396","Propithecus coquereli",402626
"5397","Propithecus edwardsi",571030
"5398","Propithecus perrieri",799550
"5399","Propithecus tattersalli",311205
"5400","Propliopithecus ankeli",4941650
"5401","Propliopithecus haeckeli",4941651
"5402","Prosciurillus abstrusus",3609143
"5403","Prosciurillus alstoni",6144985
"5404","Prosciurillus murinus",672843
"5405","Prosciurillus rosenbergii",3609144
"5406","Prosciurillus topapuensis",6144986
"5407","Prosciurillus weberi",3609142
"5408","Proteles cristata",563161
"5409","Protepicyon raki",4118000
"5410","Protochromys fellowsi",3608811
"5411","Protocyon scagliarum",7655966
"5412","Protoxerus aubinnii",3609042
"5413","Protoxerus stangeri",675198
"5414","Protungulatum donnae",3607484
"5415","Przewalskium albirostris",345531
"5416","Psalidocyon marianae",4117994
"5417","Psammomys obesus",674914
"5418","Psammomys vexillaris",270510
"5419","Pseudalopex azarica",7655968
"5420","Pseudalopex culpaeola",7655969
"5421","Pseudalopex inca",7655970
"5422","Pseudalopex zorrula",7655971
"5423","Pseudantechinus bilarni",1049821
"5424","Pseudantechinus macdonnellensis",648438
"5425","Pseudantechinus mimulus",1049826
"5426","Pseudantechinus ningbing",904302
"5427","Pseudantechinus roryi",744322
"5428","Pseudantechinus woolleyae",904305
"5429","Pseudocheirus albertsi",7657224
"5430","Pseudocheirus corinnae",7657225
"5431","Pseudocheirus dahli",7657226
"5432","Pseudocheirus occidentalis",675501
"5433","Pseudocheirus peregrinus",836772
"5434","Pseudochirops albertisii",1015381
"5435","Pseudochirops archeri",327621
"5436","Pseudochirops corinnae",786376
"5437","Pseudochirops coronatus",3607081
"5438","Pseudochirops cupreus",6735
"5439","Pseudochirulus canescens",489412
"5440","Pseudochirulus caroli",489414
"5441","Pseudochirulus cinereus",3607080
"5442","Pseudochirulus forbesi",312920
"5443","Pseudochirulus herbertensis",617395
"5444","Pseudochirulus larvatus",3607079
"5445","Pseudochirulus mayeri",617398
"5446","Pseudochirulus schlegeli",3607078
"5447","Pseudocynodictis pavidus",4117987
"5448","Pseudohydromys berniceae",6144923
"5449","Pseudohydromys carlae",6144924
"5450","Pseudohydromys eleanorae",6144925
"5451","Pseudohydromys ellermani",449861
"5452","Pseudohydromys fuscus",3608676
"5453","Pseudohydromys germani",3608678
"5454","Pseudohydromys murinus",3608677
"5455","Pseudohydromys occidentalis",3608675
"5456","Pseudohydromys patriciae",6144926
"5457","Pseudohydromys pumehanae",6144927
"5458","Pseudohydromys sandrae",6144928
"5459","Pseudois schaeferi",317128
"5460","Pseudomys albocinereus",449863
"5461","Pseudomys apodemoides",449857
"5462","Pseudomys australis",817778
"5463","Pseudomys bolami",449859
"5464","Pseudomys calabyi",449853
"5465","Pseudomys chapmani",527517
"5466","Pseudomys delicatulus",449855
"5467","Pseudomys desertor",936224
"5468","Pseudomys fieldi",449849
"5469","Pseudomys fumeus",449851
"5470","Pseudomys glaucus",3608731
"5471","Pseudomys gouldii",3608732
"5472","Pseudomys gracilicaudatus",976065
"5473","Pseudomys hermannsburgensis",936226
"5474","Pseudomys higginsi",976063
"5475","Pseudomys johnsoni",976069
"5476","Pseudomys laborifex",976067
"5477","Pseudomys nanus",936229
"5478","Pseudomys novaehollandiae",976057
"5479","Pseudomys occidentalis",976055
"5480","Pseudomys oralis",976061
"5481","Pseudomys patrius",976059
"5482","Pseudomys pilligaensis",976053
"5483","Pseudomys shortridgei",976051
"5484","Pseudonovibos spiralis",390365
"5485","Pseudopotto martini",4941439
"5486","Pseudorca crassidens",209644
"5487","Pseudoryx nghetinhensis",1054629
"5488","Pseudoryzomys simplex",38050
"5489","Ptenochirus jagori",448931
"5490","Ptenochirus minor",200150
"5491","Pteralopex anceps",3613527
"5492","Pteralopex atrata",164526
"5493","Pteralopex flanneryi",3613525
"5494","Pteralopex pulchra",3613526
"5495","Pteralopex taki",3613524
"5496","Pteromys alboniger",7654920
"5497","Pteromyscus pulverulentus",427308
"5498","Pteromys momonga",659104
"5499","Pteromys volans",384219
"5500","Pteronotus alitonus",7067797
"5501","Pteronotus fuliginosus",167327
"5502","Pteronotus gymnonotus",554240
"5503","Pteronotus macleayii",554244
"5504","Pteronotus pristinus",3614025
"5505","Pteronotus pusillus",167316
"5506","Pteronotus quadridens",554242
"5507","Pteronotus rubiginosus",994100
"5508","Pteronura brasiliensis",397142
"5509","Pteropus aldabrensis",1034141
"5510","Pteropus alecto",813028
"5511","Pteropus allenorum",6146400
"5512","Pteropus aruensis",3613485
"5513","Pteropus aterrimus",7656286
"5514","Pteropus brunneus",3613470
"5515","Pteropus caniceps",3613500
"5516","Pteropus chrysoproctus",3613473
"5517","Pteropus cognatus",673799
"5518","Pteropus conspicillatus",67622
"5519","Pteropus coxi",6146401
"5520","Pteropus degener",7656287
"5521","Pteropus faunulus",383385
"5522","Pteropus fundatus",744668
"5523","Pteropus giganteus",588290
"5524","Pteropus gilliardorum",3613472
"5525","Pteropus griseus",3613499
"5526","Pteropus howensis",3613475
"5527","Pteropus hypomelanus",813040
"5528","Pteropus insularis",3613489
"5529","Pteropus intermedius",3613501
"5530","Pteropus keyensis",3613486
"5531","Pteropus livingstonii",1034139
"5532","Pteropus lombocensis",3613497
"5533","Pteropus loochoensis",3613495
"5534","Pteropus lylei",630309
"5535","Pteropus macrotis",839849
"5536","Pteropus mahaganus",3613496
"5537","Pteropus mariannus",340692
"5538","Pteropus melanopogon",3613477
"5539","Pteropus molossinus",340694
"5540","Pteropus myoti",6146402
"5541","Pteropus neohibernicus",673797
"5542","Pteropus niger",673798
"5543","Pteropus nitendiensis",3613483
"5544","Pteropus ocularis",673795
"5545","Pteropus ornatus",673796
"5546","Pteropus pelagicus",3613491
"5547","Pteropus personatus",673804
"5548","Pteropus petersi",7656288
"5549","Pteropus pilosus",3613482
"5550","Pteropus pohlei",744706
"5551","Pteropus poliocephalus",813025
"5552","Pteropus pselaphon",3613492
"5553","Pteropus pumilus",251394
"5554","Pteropus pyrrhocephalus",7656289
"5555","Pteropus rennelli",3613488
"5556","Pteropus rodricensis",610858
"5557","Pteropus rufus",423030
"5558","Pteropus scapulatus",395328
"5559","Pteropus speciosus",251395
"5560","Pteropus subniger",3613498
"5561","Pteropus temminckii",813043
"5562","Pteropus temminki",7656290
"5563","Pteropus tokudae",3613479
"5564","Pteropus tonganus",610860
"5565","Pteropus tuberculatus",3613478
"5566","Pteropus ualanus",3613490
"5567","Pteropus vampyrus",448935
"5568","Pteropus vetulus",99587
"5569","Pteropus voeltzkowi",1034137
"5570","Pteropus woodfordi",99590
"5571","Pteropus yapensis",3613494
"5572","Ptilocercus lowii",81758
"5573","Pudu mephistophiles",345506
"5574","Pudu puda",853508
"5575","Pultiphagonides africanus",7655600
"5576","Puma yagouaroundi",86162
"5577","Puma yaguarondi",7656145
"5578","Punomys kofordi",3611165
"5579","Punomys lemminus",3611192
"5580","Pusa caspica",22064
"5581","Pusa sibirica",1040678
"5582","Pygathrix cinerea",786
"5583","Pygathrix nigripes",473243
"5584","Pygeretmus platyurus",3608059
"5585","Pygeretmus pumilio",1062845
"5586","Pygeretmus shitkovi",3608058
"5587","Pygoderma bilabiatum",894971
"5588","Rangifer montanus",7655679
"5589","Raphicerus campestris",513789
"5590","Raphicerus melanotis",40131
"5591","Raphicerus neumanni",7655530
"5592","Raphicerus sharpei",40133
"5593","Rattus adustus",3608837
"5594","Rattus andamanensis",106800
"5595","Rattus annandalei",3608842
"5596","Rattus arfakiensis",3608862
"5597","Rattus argentiventer",977026
"5598","Rattus arrogans",3608865
"5599","Rattus baluensis",977028
"5600","Rattus blangorum",3608873
"5601","Rattus bontanus",3608847
"5602","Rattus burrus",3608856
"5603","Rattus coelestis",7654802
"5604","Rattus colletti",640782
"5605","Rattus coucha",7654803
"5606","Rattus doboensis",7654804
"5607","Rattus elaphinus",3608838
"5608","Rattus enganus",3608841
"5609","Rattus everetti",496420
"5610","Rattus exulans",283187
"5611","Rattus facetus",3608844
"5612","Rattus feliceus",3608869
"5613","Rattus flavipectus",106798
"5614","Rattus giluwensis",895858
"5615","Rattus hainaldi",3608858
"5616","Rattus hoffmanni",1078780
"5617","Rattus hoogerwerfi",3608871
"5618","Rattus insularis",7654805
"5619","Rattus jobiensis",3608852
"5620","Rattus koopmani",3608836
"5621","Rattus korinchi",3608845
"5622","Rattus losea",106795
"5623","Rattus lugens",3608878
"5624","Rattus macleari",571337
"5625","Rattus mindorensis",3608877
"5626","Rattus mollicomulus",3608843
"5627","Rattus moluccarius",977030
"5628","Rattus montanus",3608876
"5629","Rattus mordax",690689
"5630","Rattus morotaiensis",3608848
"5631","Rattus nativitatis",571335
"5632","Rattus niobe",690682
"5633","Rattus nitidus",92106
"5634","Rattus novaeguineae",795203
"5635","Rattus omichlodes",3608864
"5636","Rattus osgoodi",3608872
"5637","Rattus palmarum",3608851
"5638","Rattus panglima",7654806
"5639","Rattus pelurus",3608879
"5640","Rattus pesticularis",7654807
"5641","Rattus praetor",109411
"5642","Rattus pyctoris",818981
"5643","Rattus ranjiniae",3608840
"5644","Rattus sakeratensis",1020315
"5645","Rattus salocco",3608867
"5646","Rattus sanila",3608861
"5647","Rattus satarae",106808
"5648","Rattus simalurensis",3608849
"5649","Rattus sordidus",794938
"5650","Rattus steini",690684
"5651","Rattus stoicus",3608854
"5652","Rattus tawitawiensis",3608875
"5653","Rattus timorensis",3608868
"5654","Rattus tiomanicus",977033
"5655","Rattus vandeuseni",3608866
"5656","Rattus verecundus",690698
"5657","Rattus villosissimus",794932
"5658","Rattus xanthurus",3608857
"5659","Ratufa affinis",1054154
"5660","Ratufa macroura",3609170
"5661","Redunca arundinum",1090930
"5662","Redunca fulvorufula",1090928
"5663","Redunca redunca",1090935
"5664","Reithrodon auritus",91076
"5665","Reithrodontomys bakeri",52084
"5666","Reithrodontomys brevirostris",771977
"5667","Reithrodontomys burti",3608383
"5668","Reithrodontomys chrysopsis",222512
"5669","Reithrodontomys creper",222519
"5670","Reithrodontomys darienensis",3608381
"5671","Reithrodontomys dariensis",681308
"5672","Reithrodontomys fulvescens",39181
"5673","Reithrodontomys gracilis",52082
"5674","Reithrodontomys hirsutus",222510
"5675","Reithrodontomys humulis",208414
"5676","Reithrodontomys megalotis",732037
"5677","Reithrodontomys mexicanus",682664
"5678","Reithrodontomys microdon",52080
"5679","Reithrodontomys montanus",208412
"5680","Reithrodontomys musseri",6144767
"5681","Reithrodontomys paradoxus",3608375
"5682","Reithrodontomys raviventris",208418
"5683","Reithrodontomys rodriguezi",3608376
"5684","Reithrodontomys spectabilis",222517
"5685","Reithrodontomys sumichrasti",770864
"5686","Reithrodontomys tenuirostris",222514
"5687","Reithrodontomys zacatecae",208416
"5688","Reithrodon typicus",3608350
"5689","Rhabdomys bechuanae",7067468
"5690","Rhabdomys pumilio",386299
"5691","Rhagamys orthodon",3610308
"5692","Rhagomys longilingua",494901
"5693","Rhagomys rufescens",267561
"5694","Rheithrosciurus macrotis",477824
"5695","Rheomys mexicanus",3608223
"5696","Rheomys raptor",38053
"5697","Rheomys thomasi",1027423
"5698","Rheomys underwoodi",3608222
"5699","Rhinoceros morgani",7656887
"5700","Rhinoceros tichorhinus",3614780
"5701","Rhinoceros unicornis",1087496
"5702","Rhinolophus acuminatus",1094798
"5703","Rhinolophus adami",3614107
"5704","Rhinolophus affinis",867408
"5705","Rhinolophus alcyone",597927
"5706","Rhinolophus andamanensis",7067812
"5707","Rhinolophus arcuatus",1052593
"5708","Rhinolophus barbatus",7656392
"5709","Rhinolophus beddomei",994640
"5710","Rhinolophus belligerator",6146477
"5711","Rhinolophus blasii",766065
"5712","Rhinolophus blythi",914898
"5713","Rhinolophus bocharicus",3614099
"5714","Rhinolophus borneensis",662126
"5715","Rhinolophus canuti",3614119
"5716","Rhinolophus capensis",787393
"5717","Rhinolophus celebensis",656402
"5718","Rhinolophus chaseni",180050
"5719","Rhinolophus chiewkweeae",6146478
"5720","Rhinolophus clivosus",867386
"5721","Rhinolophus coelophyllus",180053
"5722","Rhinolophus cognatus",3614115
"5723","Rhinolophus cohenae",6146479
"5724","Rhinolophus convexus",3614116
"5725","Rhinolophus cornutus",423033
"5726","Rhinolophus creaghi",215186
"5727","Rhinolophus deckenii",3614097
"5728","Rhinolophus denti",759458
"5729","Rhinolophus eloquens",766060
"5730","Rhinolophus euryale",353435
"5731","Rhinolophus euryotis",1052591
"5732","Rhinolophus formosae",103773
"5733","Rhinolophus francisi",7656393
"5734","Rhinolophus fumigatus",263942
"5735","Rhinolophus geminus",7656394
"5736","Rhinolophus gorongosae",7067834
"5737","Rhinolophus guineensis",3614101
"5738","Rhinolophus hildebrandti",263944
"5739","Rhinolophus hilli",3614098
"5740","Rhinolophus hillorum",3614086
"5741","Rhinolophus hipposideros",610867
"5742","Rhinolophus horaceki",6146480
"5743","Rhinolophus huananus",6146481
"5744","Rhinolophus imaizumii",3614103
"5745","Rhinolophus indorouxii",7067837
"5746","Rhinolophus inops",656410
"5747","Rhinolophus kahuzi",6146482
"5748","Rhinolophus keyensis",3614111
"5749","Rhinolophus landeri",766062
"5750","Rhinolophus lobatus",7067838
"5751","Rhinolophus luctoides",5839511
"5752","Rhinolophus luctus",662128
"5753","Rhinolophus mabuensis",6146483
"5754","Rhinolophus maclaudi",156729
"5755","Rhinolophus madurensis",3614117
"5756","Rhinolophus maendeleo",3614114
"5757","Rhinolophus malayanus",156758
"5758","Rhinolophus marshalli",657546
"5759","Rhinolophus mcintyrei",6146484
"5760","Rhinolophus megalophyllus",7656395
"5761","Rhinolophus megaphyllus",1052598
"5762","Rhinolophus mehelyi",626350
"5763","Rhinolophus microglobosus",6146485
"5764","Rhinolophus mitratus",3614090
"5765","Rhinolophus monoceros",71984
"5766","Rhinolophus montanus",3614096
"5767","Rhinolophus monticolus",6146486
"5768","Rhinolophus morio",5839512
"5769","Rhinolophus mossambicus",6146487
"5770","Rhinolophus neglectus",7656396
"5771","Rhinolophus nereis",3614118
"5772","Rhinolophus osgoodi",498185
"5773","Rhinolophus paradoxolophus",460792
"5774","Rhinolophus pearsonii",217409
"5775","Rhinolophus perditus",316933
"5776","Rhinolophus philippensis",7656397
"5777","Rhinolophus philippinensis",1052596
"5778","Rhinolophus proconsulis",6146488
"5779","Rhinolophus pumilus",678438
"5780","Rhinolophus pusillus",678436
"5781","Rhinolophus rex",217412
"5782","Rhinolophus rhodesiae",7067841
"5783","Rhinolophus robinsoni",505797
"5784","Rhinolophus rufus",747752
"5785","Rhinolophus ruwenzorii",37375
"5786","Rhinolophus sakejiensis",3614110
"5787","Rhinolophus schnitzleri",6146489
"5788","Rhinolophus sedulus",190915
"5789","Rhinolophus shameli",155030
"5790","Rhinolophus shortridgei",3614109
"5791","Rhinolophus siamensis",180047
"5792","Rhinolophus silvestris",3614102
"5793","Rhinolophus simulator",37373
"5794","Rhinolophus smithersi",6146490
"5795","Rhinolophus stheno",327527
"5796","Rhinolophus subbadius",3614100
"5797","Rhinolophus subrufus",747754
"5798","Rhinolophus swinnyi",155028
"5799","Rhinolophus tatar",6146491
"5800","Rhinolophus thailandensis",6146492
"5801","Rhinolophus thomasi",657548
"5802","Rhinolophus trifoliatus",863506
"5803","Rhinolophus truncatus",7656398
"5804","Rhinolophus virgo",624281
"5805","Rhinolophus willardi",6146493
"5806","Rhinolophus xinanzhongguoensis",1097174
"5807","Rhinolophus yunanensis",3614113
"5808","Rhinolophus yunnanensis",880237
"5809","Rhinolophus ziama",3614104
"5810","Rhinonicteris aurantia",798260
"5811","Rhinophylla alethina",941570
"5812","Rhinophylla fischerae",546395
"5813","Rhinophylla pumilio",546394
"5814","Rhinopithecus avunculus",514757
"5815","Rhinopithecus bieti",77080
"5816","Rhinopithecus brelichi",1068677
"5817","Rhinopithecus roxellana",77083
"5818","Rhinopithecus strykeri",1072533
"5819","Rhinopoma hadramauticum",5835530
"5820","Rhinopoma macinnesi",3614019
"5821","Rhinopoma muscatellum",971915
"5822","Rhinosciurus laticaudatus",149980
"5823","Rhipidomys albujai",7067304
"5824","Rhipidomys austrinus",3608277
"5825","Rhipidomys cariri",55027
"5826","Rhipidomys caucensis",3608276
"5827","Rhipidomys couesi",3608275
"5828","Rhipidomys emiliae",55015
"5829","Rhipidomys fulviventer",3608268
"5830","Rhipidomys gardneri",55013
"5831","Rhipidomys ipukensis",269483
"5832","Rhipidomys itoan",269482
"5833","Rhipidomys latimanus",7067305
"5834","Rhipidomys leucodactylus",310842
"5835","Rhipidomys macconnelli",770862
"5836","Rhipidomys macrurus",628035
"5837","Rhipidomys mastacalis",225515
"5838","Rhipidomys masticalis",7067306
"5839","Rhipidomys modicus",3608273
"5840","Rhipidomys nitela",225511
"5841","Rhipidomys ochrogaster",3608271
"5842","Rhipidomys qundianus",7654657
"5843","Rhipidomys scandens",873080
"5844","Rhipidomys tribei",843933
"5845","Rhipidomys venezuelae",3608272
"5846","Rhipidomys venustus",7067308
"5847","Rhipidomys wetzeli",770858
"5848","Rhizomys sinensis",45212
"5849","Rhizomys sumatrensis",3608574
"5850","Rhogeessa aeneus",108227
"5851","Rhogeessa alleni",76933
"5852","Rhogeessa bickhami",6146543
"5853","Rhogeessa genowaysi",267463
"5854","Rhogeessa gracilis",267465
"5855","Rhogeessa hussoni",3613894
"5856","Rhogeessa io",473223
"5857","Rhogeessa menchuae",6146544
"5858","Rhogeessa minutilla",3613895
"5859","Rhogeessa mira",687550
"5860","Rhogeessa parvula",76914
"5861","Rhogeessa tumida",76917
"5862","Rhogeessa velilla",842009
"5863","Rhombomys giganteus",7654698
"5864","Rhynchocyon adersi",7654236
"5865","Rhynchocyon chrysopygus",340418
"5866","Rhynchocyon claudi",7654237
"5867","Rhynchocyon hendersoni",7654238
"5868","Rhynchocyon macrurus",7654239
"5869","Rhynchocyon stuhlmanni",7654240
"5870","Rhynchocyon swynnertoni",7654241
"5871","Rhynchocyon udzungwensis",3607339
"5872","Rhynchogale caniceps",7656179
"5873","Rhynchogale melleri",901607
"5874","Rhyncholestes raphanurus",44551
"5875","Rhynchomeles prattorum",1085791
"5876","Rhynchomys banahao",566956
"5877","Rhynchomys isarogensis",359219
"5878","Rhynchomys soricoides",121872
"5879","Rhynchomys tapulao",566971
"5880","Rhynchonycteris naso",75166
"5881","Rodhocetus balochistanensis",4942547
"5882","Romerolagus diazi",923736
"5883","Rousettus amplexicaudatus",164530
"5884","Rousettus celebensis",665999
"5885","Rousettus lanosus",37738
"5886","Rousettus leachii",7656292
"5887","Rousettus leschenaultii",813050
"5888","Rousettus linduensis",3613508
"5889","Rousettus madagascariensis",37736
"5890","Rousettus obliviosus",20425
"5891","Rousettus spinalatus",146354
"5892","Rousettus stresemanni",7656293
"5893","Rubrisciurus rubriventer",149983
"5894","Rucervus platyceros",7655657
"5895","Rucervus schomburgki",696652
"5896","Rucervus thamin",7655658
"5897","Rungwecebus kipunji",665522
"5898","Rusa alfredi",543086
"5899","Rusa marianna",3611921
"5900","Ruwenzorisorex suncoides",825207
"5901","Saccolaimus flaviventris",468429
"5902","Saccolaimus granti",7656303
"5903","Saccolaimus mixtus",3613548
"5904","Saccolaimus peli",3613549
"5905","Saccolaimus saccolaimus",505799
"5906","Saccopteryx antioquensis",3613560
"5907","Saccopteryx bilineata",190912
"5908","Saccopteryx canescens",232381
"5909","Saccopteryx gymnura",232377
"5910","Saccopteryx leptura",75192
"5911","Saccostomus mashonae",5852634
"5912","Saccostomus mearnsi",3608527
"5913","Saccostomus umbriventer",5852633
"5914","Saguinus cruzlimai",5852670
"5915","Saguinus geoffroyi",235534
"5916","Saguinus graellsi",955071
"5917","Saguinus inustus",765147
"5918","Saguinus leucopus",920962
"5919","Saguinus martinsi",156862
"5920","Saguinus niger",156859
"5921","Saguinus oedipus",489218
"5922","Saguinus tripartitus",394176
"5923","Saguinus ursulus",6145175
"5924","Saharagalago misrensis",4117718
"5925","Sahelanthropus tchadensis",3607687
"5926","Saiga borealis",3611670
"5927","Saimiri cassiquiarensis",6145200
"5928","Saimiri madierae",7655120
"5929","Saimiri ustus",455668
"5930","Saimiri vanzolinii",3607558
"5931","Sairadelphys tocantinensis",6147995
"5932","Salanoia concolor",527118
"5933","Salinomys delicatus",972226
"5934","Salpingotulus michaelis",3608056
"5935","Salpingotus crassicauda",3608057
"5936","Salpingotus heptneri",3608053
"5937","Salpingotus kozlovi",910647
"5938","Salpingotus pallidus",3608054
"5939","Salpingotus thomasi",3608055
"5940","Santamartamys rufodorsalis",3610457
"5941","Sapajus cay",775268
"5942","Sapajus flavius",299416
"5943","Sapajus libidinosus",748283
"5944","Sapajus xanthosternos",331561
"5945","Sarcophilus harrisii",948469
"5946","Sauromys petrophilus",1015513
"5947","Saxatilomys paulinae",283439
"5948","Scalopus aquaticus",1088414
"5949","Scapanulus oweni",3614312
"5950","Scapanus latimanus",799581
"5951","Scapanus mesolatimanus",7656696
"5952","Scapanus orarius",799582
"5953","Scapanus schultzi",7656697
"5954","Scapanus townsendii",799583
"5955","Scapteromys aquaticus",644639
"5956","Scapteromys meridionalis",5852618
"5957","Scapteromys tumidus",822530
"5958","Scaptochirus gilliesi",7656698
"5959","Scaptochirus moschatus",872314
"5960","Scaptonyx fusicaudatus",7656699
"5961","Scaptonyx fusicaudus",852974
"5962","Scarturus elater",475305
"5963","Scarturus tetradactyla",3608061
"5964","Scarturus vinogradovi",7067185
"5965","Schoinobates volans",7657217
"5966","Sciurocheirus makandensis",6145318
"5967","Sciurotamias davidianus",902084
"5968","Sciurotamias forresti",3609113
"5969","Sciurus aestuans",160623
"5970","Sciurus alleni",3609001
"5971","Sciurus annulatus",6145004
"5972","Sciurus anomalus",568460
"5973","Sciurus arizonensis",3609016
"5974","Sciurus aureogaster",3608999
"5975","Sciurus colliaei",3609006
"5976","Sciurus deppei",3609000
"5977","Sciurus ebii",6145006
"5978","Sciurus erythropus",6145007
"5979","Sciurus flammifer",3608998
