"","synonyms"
"6386","Hesperomys floridanus"
"6387","Zorilla albinucha"
"6388","Lepus marjorita"
"6389","Mus mollipilosus"
"6390","Pogonomys lepidus huon"
"6391","Pogonomys lepidus derimapa"
"6392","Pogonomys lepidus"
"6393","Pogonomys mollipilosus"
"6394","Genetta richardsonii"
"6395","Spermophilus franklinii"
"6396","Arctomys franklinii"
"6397","? franklinii"
"6398","Pongo pygmaeus abeli"
"6399","Pongo pygmaeus abelii"
"6400","Pithecus satyrus langkatensis"
"6401","Pithecus satyrus deliensis"
"6402","Pithecus satyrus abongensis"
"6403","Simia satyrus abelii"
"6404","Simia abelii"
"6405","Pithecus satyrus abelii"
"6406","Simia gigantica"
"6407","Pontoporia blainvillii"
"6408","Delphinus blainvillei"
"6409","Pontoporia tenuirostris"
"6410","Stenodelphis tenuirostris"
"6411","Stenodelphis blainvillei"
"6412","Sus salvanius"
"6413","Osteoborus galushai"
"6414","Borophagus pugnator"
"6415","Aelurodon pugnator"
"6416","Osteoborus pugnator"
"6417","Sus porcus"
"6418","Mythomys velox"
"6419","Cynogale velox"
"6420","Potorous gilberti"
"6421","Hypsiprymnus gilbertii"
"6422","Hypsiprymnus micropus"
"6423","Hypsiprymnus platyops"
"6424","Potorous morgani"
"6425","Potos flavus tolimensis"
"6426","Lemur flavus"
"6427","Myomys daltoni"
"6428","Myomyscus daltoni"
"6429","Grammomys macmillani tuareg"
"6430","Rattus daltoni ingoldbyi"
"6431","Myomys daltoni saturatus"
"6432","? daltoni"
"6433","Epimys taitae"
"6434","Myomys derooi"
"6435","Epimys jacksoni viator"
"6436","? lukolelae"
"6437","Malacomys lukolelae"
"6438","Cameroon Praomys"
"6439","Mus maura"
"6440","Praomys hartwigi obscurus"
"6441","Mus tullbergi rostratus"
"6442","Mus burtoni"
"6443","Malacomys verschureni"
"6444","Presbytis hosei canicrus"
"6445","Presbytis melalophos chrysomelas"
"6446","Semnopithecus frontatus"
"6447","Presbytis nudifrons"
"6448","Presbytis melalophos natunae"
"6449","Semnopithecus sabanus"
"6450","Presbytis hosei sabana"
"6451","? sabanus"
"6452","Presbytis melalophos siamensis"
"6453","Presbytis thomasi nubilus"
"6454","Semnopithecus thomasi"
"6455","Presbytis aygula thomasi"
"6456","Dasypus gigas"
"6457","Dasypus giganteus"
"6458","Tatus grandis"
"6459","Dasypus gigans"
"6460","Cheloniscus gigas"
"6461","Priodon maximus"
"6462","Prionodos gigas"
"6463","Priodontes giganteus"
"6464","Priodonta gigas"
"6465","Dasypus maximus"
"6466","Prionodontes gigas"
"6467","Prionodon gigas"
"6468","Felis iriomotensis"
"6469","Mayailurus iriomotensis"
"6470","Prionailurus bengalensis iriomotensis"
"6471","? iriomotensis"
"6472","Ictailurus planiceps"
"6473","Ailurin planiceps"
"6474","Plethaelurus planiceps"
"6475","Felis planiceps"
"6476","Prionailurus rubiginosa"
"6477","Felis rubiginosa"
"6478","Prionailurus viverrinus rhizophoreus"
"6479","Felis viverrina"
"6480","Prionodon maculosus"
"6481","Viverra linsang"
"6482","Linsang linsang"
"6483","Gazella gutturosa"
"6484","Antilope gutturosa"
"6485","Colobus verus"
"6486","Colobus chrysurus"
"6487","Semnopithecus olivaceus"
"6488","Colobus cristatus"
"6489","Ursus cancrivorus"
"6490","Proechimys gularis"
"6491","Proechimys bolivianus"
"6492","Echimys cayennensis"
"6493","Echimys guyannensis"
"6494","Proechimys cayennensis"
"6495","Proechimys warreni"
"6496","Proechimys amphichoricus"
"6497","Proechimys boimensis"
"6498","Proechimys roberti boimensis"
"6499","Proechimys oris"
"6500","Proechimys hendeei"
"6501","Echimys trinitatis"
"6502","Microtus bedfordi"
"6503","Proedromys sp. BBH-2008"
"6504","Felis aurata"
"6505","Profelis auratus"
"6506","Caracal aurata"
"6507","? aurata"
"6508","Lagomys sardus"
"6509","Hapalemur simus"
"6510","Hapalemur gallieni"
"6511","Pronolagus crassicaudatus bowkeri"
"6512","Pronolagus crassicaudatus lebombo"
"6513","Pronolagus crassicaudatus kariegae"
"6514","Lepus crassicaudatus"
"6515","Pronolagus randensis makapani"
"6516","Pronolagus randensis capricornis"
"6517","Pronolagus randensis powelli"
"6518","Lepus rupestris"
"6519","Pronolagus rupestris melanurus"
"6520","Pronolagus rupestris mulleri"
"6521","Pronolagus rupestris saundersiae"
"6522","Pronolagus barretti"
"6523","Pronolagus crassicaudatus saundersiae"
"6524","Propithecus diadema candidus"
"6525","Propithecus sericeus"
"6526","Propithecus verreauxi coquereli"
"6527","Propithecus damonis"
"6528","Propithecus diadema edwardsi"
"6529","Propithecus holomelas"
"6530","Propithecus bicolor"
"6531","Propithecus diadema perrieri"
"6532","Moeripithecus markgrafi"
"6533","Prosciurillus leucomus tonkeanus"
"6534","Sciurus mowewensis"
"6535","Sciurus alstoni"
"6536","Sciurus sarasinorum"
"6537","Sciurus tonkeanus"
"6538","Sciurus elbertae"
"6539","Prosciurillus murinus necopinus"
"6540","Sciurillus murinus griseus"
"6541","Prosciurillus murinus griseus"
"6542","Sciurus murinus necopinus"
"6543","Prosciurillus murinus murinus"
"6544","Sciurus evidens"
"6545","Sciurus murinus"
"6546","Sciurus rosenbergii"
"6547","Sciurus tingahi"
"6548","Prosciurillus leucomus hirsutus"
"6549","Callosciurus leucomus hirsutus"
"6550","Sciurus topapuensis"
"6551","Sciurus weberi"
"6552","Proteles cristatus"
"6553","Proteles cristatus septentrionalis"
"6554","Proteles cristatus cristatus"
"6555","Proteles cristatus pallidior"
"6556","Viverra cristata"
"6557","Viverra hyenoides"
"6558","Proteles typicus"
"6559","Melomys fellowsi"
"6560","Cervus albirostris"
"6561","Przewalskium albirostre"
"6562","Psammomys obesus nicolli"
"6563","Psammomys obesus terraesanctae"
"6564","Psammomys obesus dianae"
"6565","Psammomys algiricus"
"6566","Psammomys roudairei"
"6567","Psammomys tripolitanus"
"6568","Psammomys vexillaris edusa"
"6569","Parantechinus bilarni"
"6570","Antechinus bilarni"
"6571","Phascogale macdonnellensis"
"6572","Phascogale mimulus"
"6573","Pseudocheirus peregrinus occidentalis"
"6574","Pseudochirus occidentalis"
"6575","Didelphis peregrinus"
"6576","Pseudochirus peregrinus"
"6577","Pseudocheirus albertisii"
"6578","Pseudocheirus archeri"
"6579","Phalangista archeri"
"6580","Pseudocheirus cupreus"
"6581","Pseudocheirus canescens"
"6582","? canescens"
"6583","Pseudocheirus caroli"
"6584","? caroli"
"6585","Pseudocheirus forbesi"
"6586","? forbesi"
"6587","Pseudocheirus herbertensis"
"6588","? herbertensis"
"6589","Pseudochirus mongan"
"6590","Phalangista herbertensis"
"6591","Pseudocheirus mayeri"
"6592","? mayeri"
"6593","Pseudocheirus schlegeli"
"6594","? schlegeli"
"6595","Archaeocyon pavidus"
"6596","Hesperocyon pavidus"
"6597","Nothocyon pavidus"
"6598","Cormocyon pavidus"
"6599","Mayermys ellermani"
"6600","Neohydromys fuscus"
"6601","Mayermys germani"
"6602","Pseudois nayaur schaeferi"
"6603","Mus albocinereus squalorum"
"6604","Pseudomys minnie flavescens"
"6605","Mus lineolatus"
"6606","Hapalotis murinus"
"6607","Pseudomys minnie"
"6608","Pseudomys auritus"
"6609","Paraleporillus stirtoni"
"6610","Pseudomys delicatulus mimulus"
"6611","Gyomys pumilus"
"6612","Mus subrufus"
"6613","Pseudomys praeconis"
"6614","Mus fieldi"
"6615","Pseudomys rawlinnae"
"6616","Mus gouldii"
"6617","Thetomys gracilicaudatus ultra"
"6618","Mus gracilicaudatus"
"6619","Leggadina hermannsburgensis brazenori"
"6620","Pseudomys higginsi australiensis"
"6621","Mus leucopus"
"6622","Mus higginsi"
"6623","Mus ferculinus"
"6624","Mus novaehollandiae"
"6625","Mus patrius"
"6626","Pilliga Pseudomys"
"6627","Pseudoorca crassidens"
"6628","Pseudorca grayi"
"6629","Pseudorca meridionalis"
"6630","Pseudorca mediterranea"
"6631","Globicephalus grayi"
"6632","Pseudorca crassidens meridionalis"
"6633","Orca destructor"
"6634","Orca meridionalis"
"6635","Delphinus crassidens"
"6636","Orca crassidens"
"6637","Phocaena crassidens"
"6638","Oryzomys wavrini"
"6639","Pachysoma jagori"
"6640","Pteromys momoga"
"6641","Sciurus volans"
"6642","Chilonycteris gymnonotus"
"6643","Pteronotus macleayi"
"6644","Pteronotus parnellii pusillus"
"6645","Lutra lupina"
"6646","Pterura sanbachii"
"6647","Lutra brasiliana"
"6648","Pteronura sambachii"
"6649","Mustela lutris brasiliensis"
"6650","Pteropus banakrisi"
"6651","Pteropus bankrisi"
"6652","Pteropus argentatus"
"6653","Pteropus medius"
"6654","greater Indian fruit bat"
"6655","Pteropus giganteus chinghaiensis"
"6656","Pteropus gilliardi"
"6657","Pteropus livingstonei"
"6658","Vespertilio niger"
"6659","Vespertilio vampyrus niger"
"6660","Pteropus sanctacrucis"
"6661","Pteropus phaeocephalus"
"6662","Pteropus elseyii"
"6663","Pteropus mearnsi"
"6664","Vespertilio vampyrus subniger"
"6665","Pteropus temmincki"
"6666","Pteropus mariannus ualanus"
"6667","Pteropus mariannus yapensis"
"6668","Pteropus pelewensis yapensis"
"6669","Pudu pudu"
"6670","Ovis pudu"
"6671","Herpailurus yagouaroundi"
"6672","Herpailurus yaguarondi"
"6673","Puma yagouaroundii"
"6674","Felis darwini"
"6675","Herpailurus yagouaroundi melantho"
"6676","Herpailurus yagouaroundi yagouaroundi"
"6677","Felis jaguarondi"
"6678","Felis unicolor"
"6679","Leopardus yagouaroundi"
"6680","Felis yagouaroundi melantho"
"6681","Felis yaguarondi"
"6682","Felis yaguaroundi"
"6683","Felis yagouaroundi"
"6684","Felis apache"
"6685","Felis cacomitli"
"6686","Felis fossata"
"6687","Felis panamensis"
"6688","Phoca caspica"
"6689","Phoca caspia"
"6690","Callocephalus caspicus"
"6691","Pusa hispida caspica"
"6692","Phoca sibirica"
"6693","Phoca vitulina sibirica"
"6694","Pusa hispida sibirica"
"6695","Pusa siberica"
"6696","Pygathrix cinereus"
"6697","Pygathrix nemaeus cinerea"
"6698","Pygathrix nemaeus nigripes"
"6699","Presbytis nemaeus moi"
"6700","Dipus platurus"
"6701","Pygeretmus vinogradovi"
"6702","Alactagulus pumilio"
"6703","Alactagulus pygmaeus"
"6704","Pygeretmus (Alactagulus) pumilio"
"6705","Pygeretmus pygmaeus"
"6706","Alactagulus acontion potanini"
"6707","Alactagulus acontion turcomanus"
"6708","Alactagulus acontion pallidus"
"6709","Mus jaculus pygmaea"
"6710","Alactagulus acontion dinniki"
"6711","Alactagulus pygmaeus aralensis"
"6712","Mus jaculus minor"
"6713","Alactagulus pygmaeus tanaiticus"
"6714","Dipus minutus"
"6715","Dipus acontion"
"6716","Pygeretmus zhitkovi"
"6717","Alactagulus shitkovi"
"6718","Rattus remotus"
"6719","Rattus sikkimensis"
"6720","Epimys rattus klumensis"
"6721","Rattus rattus holchu"
"6722","Epimys rattus kraensis"
"6723","Rattus confucianus yaoshanensis"
"6724","Rattus rattus sikkimensis"
"6725","Rattus rattus hainanicus"
"6726","Rattus rattus koratensis"
"6727","Mus burrulus"
"6728","Mus flebilis"
"6729","Rattus anandalei"
"6730","Mus bullatus"
"6731","Mus villosus"
"6732","Rattus rattus bali"
"6733","Rattus rattus saturnus"
"6734","Rattus hoxaensis"
"6735","Rattus rattus brevicaudatus"
"6736","Rattus rattus chaseni"
"6737","Rattus rattus umbriventer"
"6738","Rattus pesticulus"
"6739","Stenomys arrogans"
"6740","Rattus foramineus"
"6741","Mus burrescens"
"6742","Mus colletti"
"6743","Epimys tyrannus"
"6744","Mus albigularis"
"6745","Epimys gala"
"6746","Mus tagulayensis"
"6747","Rattus sp. ABTC 44179"
"6748","Rattus sp. ABTC 49242"
"6749","Mus obscurus"
"6750","Mus buruensis"
"6751","Mus vulcani apicus"
"6752","Rattus concolor equile"
"6753","Rattus concolor otteni"
"6754","Rattus concolor meringgit"
"6755","Mus ephippium negrinus"
"6756","Rattus concolor malengiensis"
"6757","Rattus raveni eurous"
"6758","Epimys vigoratus"
"6759","Mus luteiventris"
"6760","Mus ephippium"
"6761","Epimys leucophaetus"
"6762","Togomys melanoderma"
"6763","Epimys ornatulus"
"6764","Epimys basilanus"
"6765","Rattus schuitemakeri"
"6766","Rattus raveni"
"6767","Mus concolor"
"6768","Epimys querceti"
"6769","Mus aemuli"
"6770","Mus pullus"
"6771","Rattus concolor solatus"
"6772","Mus bocourti"
"6773","Mus wichmanni"
"6774","Mus clabatus"
"6775","Mus pantarensis"
"6776","Mus surdus"
"6777","Mus todayensis"
"6778","Epimys calcis"
"6779","Epimys mayonicus"
"6780","Epimys stragulum"
"6781","Mus exulans"
"6782","Mus browni"
"6783","Rattus marmosurus"
"6784","Rattus tondanus"
"6785","Rattus tanezumi flavipectus"
"6786","Rattus tatei"
"6787","Rattus hoffmani mengkoka"
"6788","Mus rattus celebensis"
"6789","Rattus hoffmanni linduensis"
"6790","Rattus mollicomus"
"6791","Rattus biformatus"
"6792","Rattus biakensis"
"6793","Rattus owiensis"
"6794","Rattus rattus exiguus"
"6795","Rattus sakeratensis"
"6796","Rattus rattus moluccarius"
"6797","Rattus tanezumi moluccarius"
"6798","? niobe"
"6799","Stenomys niobe"
"6800","Rattus aequicaudalis"
"6801","Rattus griseiventer rahengis"
"6802","Rattus nitidus obsoletus"
"6803","Mus aequicaudalis"
"6804","Rattus hoffmani subditivus"
"6805","Mus rubricosa"
"6806","Mus guhai"
"6807","Rattus manuselae"
"6808","Mus horeites"
"6809","Mus palmarum"
"6810","Mus novarae"
"6811","Rattus praetor mediocris"
"6812","Rattus leucopus utakwa"
"6813","Rattus mordax tramitius"
"6814","Rattus sansapor"
"6815","Rattus bandiculus"
"6816","Rattus coenorum"
"6817","Rattus purdiensis"
"6818","Rattus rattoides"
"6819","Rattus rattus khumbuensis"
"6820","Rattus humiliatus celsus"
"6821","Epimys rattus shigarus"
"6822","Rattus turkestanicus"
"6823","Mus rattoides"
"6824","Mus turkestanicus"
"6825","Mus vicerex"
"6826","NOT Rattus losea"
"6827","Rattus losea sakeratensis"
"6828","Rattus rattus satarae"
"6829","Rattus gestri bunae"
"6830","Rattus youngi"
"6831","Rattus conatus"
"6832","Rattus sordidus gestroi"
"6833","Rattus brachyrhinus"
"6834","Mus sordidus"
"6835","Paramelomys steini"
"6836","Mus taciturnus"
"6837","Mus rogersi"
"6838","Epimys roa"
"6839","Rattus rattus banguei"
"6840","Rattus rattus pemanggis"
"6841","Rattus rattus piperis"
"6842","Rattus rattus pharus"
"6843","Rattus rattus sebasianus"
"6844","Rattus rattus kabanicus"
"6845","Rattus rattus terutavensis"
"6846","Rattus rattus vernalus"
"6847","Rattus rattus perhentianus"
"6848","Rattus rattus generatius"
"6849","Rattus rattus jemuris"
"6850","Rattus rattus payanus"
"6851","Rattus rattus lasurius"
"6852","Rattus rattus luxuriosus"
"6853","Rattus rattus roquei"
"6854","Mus rattus rhionis"
"6855","Rattus rattus delirius"
"6856","Rattus rattus batin"
"6857","Epimys rattus pauper"
"6858","Rattus rattus sribuatensis"
"6859","Rattus rattus ambersoni"
"6860","Epimys rattus viclana"
"6861","Mus rattus rumpia"
"6862","Epimys neglectus lamucotanus"
"6863","Mus jarak"
"6864","Mus jalorensis"
"6865","Epimys mara"
"6866","Mus tambelanicus"
"6867","Epimys tingius"
"6868","Mus siantanicus"
"6869","Epimys maerens"
"6870","Rattus rattus mangalumis"
"6871","Mus julianus"
"6872","Epimys tua"
"6873","Stenomys vandeuseni"
"6874","? vandeuseni"
"6875","Stenomys verecundus"
"6876","? verecundus"
"6877","Rattus sordidus villosissimus"
"6878","Mus longipilis"
"6879","Rattus villosissimus profusus"
"6880","Mus villosissimus"
"6881","Mus faberi"
"6882","Taeromys paraxanthus"
"6883","Sciurus affinis"
"6884","Sciurus zeylanicus"
"6885","Antilope fulvorufula"
"6886","Antilope redunca"
"6887","Proreithrodon chapalmalense"
"6888","Mus auritus"
"6889","Proreithrodon incipens"
"6890","Reithrodontomys brevirostris nicaraguae"
"6891","Reithrodontomys chrysopsis tolucae"
"6892","Reithrodontomys colimae"
"6893","Reithrodontomys orizabae"
"6894","Reithrodontomys perotensis"
"6895","Reithrodontomys fulvescens mustelinus"
"6896","Reithrodontomys fulvescens infernatis"
"6897","Reithrodontomys fulvescens nelsoni"
"6898","Reithrodontomys griseoflavus helvolus"
"6899","Reithrodontomys fulvescens chiapensis"
"6900","Reithrodontomys levipes toltecus"
"6901","Reithrodontomys mexicanus intermedius"
"6902","Reithrodontomys fulvescens canus"
"6903","Reithrodontomys mexicanus aurantius"
"6904","Reithrodontomys fulvescens meridionalis"
"6905","Reithrodontomys fulvescens tropicalis"
"6906","Reithrodontomys tenuis"
"6907","Reithrodontomys laceyi"
"6908","Reithrodontomys inexspectatus"
"6909","Reithrodontomys griseoflavus"
"6910","Rhithrodontomys amoenus"
"6911","Reithrodontomys difficilis"
"6912","Reithrodontomys chrysotis"
"6913","Reithrodontomys gracilis insularis"
"6914","Reithrodontomys gracilis anthonyi"
"6915","Reithrodontomys harrisi"
"6916","Reithrodontomys pacificus"
"6917","Reithrodontomys levipes"
"6918","Reithrodontomys lecontii impiger"
"6919","Reithrodontomys humulis virginianus"
"6920","Reithrodontomys humulis dickinsoni"
"6921","Mus humulis"
"6922","Mus lecontii"
"6923","Mus carolinensis"
"6924","Reithrodontomys merriami"
"6925","Reithrodontomys megalotis ravus"
"6926","Reithrodontomys saturatus alticolus"
"6927","Reithrodontomys megalotis limicola"
"6928","Reithrodontomys dychei nebrascensis"
"6929","Reithrodontomys megalotis santacruzae"
"6930","Reithrodontomys megalotis distichlis"
"6931","Reithrodontomys megalotis arizonensis"
"6932","Reithrodon megalotis"
"6933","Rhithrodontomys catalinae"
"6934","Reithrodontomys amoles"
"6935","Reithrodontomys aztecus"
"6936","Rhithrodontomys peninsulae"
"6937","Reithrodontomys arizonensis"
"6938","Reithrodontomys dychei"
"6939","Peromyscus mexicanus orizabae"
"6940","Reithrodontomys mexicanus garichensis"
"6941","Peromyscus mexicanus salvadorensis"
"6942","Peromyscus mexicanus nudipes"
"6943","Peromyscus mexicanus putlaensis"
"6944","Reithrodontomys mexicanus lucifrons"
"6945","Peromyscus mexicanus mexicanus"
"6946","Reithrodontomys mexicanus minusculus"
"6947","Reithrodontomys mexicanus orinus"
"6948","Peromyscus mexicanus philombrinus"
"6949","Peromyscus mexicanus oaxacensis"
"6950","Peromyscus mexicanus angelensis"
"6951","Peromyscus banderanus coatlanensis"
"6952","Reithrodontomys mexicanus riparius"
"6953","Reithrodontomys mexicanus scansor"
"6954","Peromyscus megalops azulensis"
"6955","Peromyscus nudipes orientalis"
"6956","Peromyscus mexicanus altilaneus"
"6957","Peromyscus nudipes hesperus"
"6958","Reithrodontomys mexicanus howelli"
"6959","Peromyscus mexicanus saxatilis"
"6960","Peromyscus mexicanus teapensis"
"6961","Peromyscus mexicanus totontepecus"
"6962","Reithrodontomys mexicanus ocotepequensis"
"6963","Peromyscus mexicanus coatlanensis"
"6964","Peromyscus mexicanus philombrius"
"6965","Reithrodontomys costaricensis jalapae"
"6966","Peromyscus guatemalensis tropicalis"
"6967","Peromyscus mexicanus orientalis"
"6968","Reithrodontomys mexicanus potrerograndei"
"6969","? mexicana"
"6970","Peromyscus banderanus angelensis"
"6971","Peromyscus mexicanus"
"6972","Peromyscus tehuantepecus"
"6973","Hesperomys cherrii"
"6974","Peromyscus altilaneus"
"6975","Hesperomys nudipes"
"6976","Peromyscus cacabatus"
"6977","Peromyscus nicaraguae"
"6978","Reithrodontomys microdon albilabris"
"6979","Reithrodontomys microdon wagneri"
"6980","Reithrodon montanus"
"6981","Reithrodontomys albescens"
"6982","Reithrodontomys griseus"
"6983","Reithrodontomys halicoetes"
"6984","Reithrodontomys tenuirostris aureus"
"6985","Arvicanthis pumilio deserti"
"6986","Rhabdomys pumilio orangiae"
"6987","Arvicanthis pumilio cinereus"
"6988","Rhabdomys pumilio fouriei"
"6989","Isomys pumilio bechuanae"
"6990","Arvicanthis pumilio meridionalis"
"6991","Rhabdomys pumilio prieskae"
"6992","Rhabdomys pumilio namibensis"
"6993","Mus pumilio major"
"6994","Arvicanthis pumilio intermedius"
"6995","Rhabdomys pumilio namaquensis"
"6996","Arvicanthis pumilio griquae"
"6997","Mus lineatus"
"6998","Mus donavani"
"6999","Mus vittatus"
"7000","Mus septemvittatus"
"7001","Rheomys hartmanni"
"7002","Rheomys thomasi stirtoni"
"7003","Rheomys thomasi chiapensis"
"7004","Rhinoceros asiaticus"
"7005","Rhinoceros unicornis bengalensis"
"7006","Rhinoceros indicus"
"7007","Rhinoceros stenocephalus"
"7008","Rhinoceros jamrachi"
"7009","Rhinoceros rugosus"
"7010","Rhinolophus anderseni"
"7011","Rhinolophus pusillus blythi"
"7012","Rhinolophus borneensis chaseni"
"7013","Rhinolophus hildebrandti eloquens"
"7014","Rhinolophus cabrerae"
"7015","Rhinolophus nordmanni"
"7016","Rhinolophus atlanticus"
"7017","Rhinolophus toscanus"
"7018","Rhinolophus barbarus"
"7019","Rhinolophus landeri guineensis"
"7020","Rhinolophus hildebrandtii"
"7021","Rhinolophus clivosus hillorum"
"7022","Rhinolophus moravicus"
"7023","Rhinolophus phasma"
"7024","Rhinolophus vespa"
"7025","Rhinolophus bihastatus"
"7026","Rhinolophus bifer"
"7027","Rhinolophus eggenhoffner"
"7028","Rhinolophus trogophilus"
"7029","Rhinolophus alpinus"
"7030","Rhinolophus kisnyresiensis"
"7031","Rhinolophus minutus"
"7032","Rhinolophus helvetica"
"7033","Rhinolophus anomalus"
"7034","Rhinolophus pallidus"
"7035","Rhinolophus majori"
"7036","Rhinolophus simplex keyensis"
"7037","Rhinolophus arcuatus mcintyrei"
"7038","Rhinolophus carpetanus"
"7039","Rhinolophus stheno microglobosus"
"7040","Rhinolophus philippinensis montanus"
"7041","Rhinolophus luctus morio"
"7042","Rhinomegalophus paradoxolophus"
"7043","Rhinolophus pearsoni"
"7044","Rhinolophus arcuatus proconsulis"
"7045","Rhinolophus coelophyllus shameli"
"7046","Rhinolophus lepidus shortridgei"
"7047","Rhinolophus macrotis siamensis"
"7048","Rhinolophus stheno stheno"
"7049","Rhinolophus euryotis tatar"
"7050","Rhinolophus sp. ROM 117760"
"7051","Melonycteris aurantius"
"7052","Rhinonycteris aurantius"
"7053","Rhinolophus aurantius"
"7054","Rhinonicteris aurantius"
"7055","Pygathrix avunculus"
"7056","Pygathrix bieti"
"7057","Pygathrix brelichi"
"7058","Rhinopithecus roxellanae brelichi"
"7059","Pygathrix roxellana"
"7060","Rhinopoma cystops macinnesi"
"7061","Oecomys emiliae"
"7062","Rhipidomys sp. RGR-2010a"
"7063","Rhipidomys sp. RGR-2010b"
"7064","Rhipidomys scandens"
"7065","Rhipidomys sp. RGR-2010c"
"7066","Calomys venustus"
"7067","Rhizomys chinensis"
"7068","Rhizomys vestitus"
"7069","Rhizomys davidi"
"7070","Rhizomys wardi"
"7071","Rhizomys cinereus"
"7072","Rhizomys erythrogenys"
"7073","Rhogeessa parvula aeneus"
"7074","Baeodon alleni"
"7075","Rhinogale melleri"
"7076","Vespertilio naso"
"7077","Lepus diazi"
"7078","Stenonycteris lanosus"
"7079","Rousettus leschenaulti"
"7080","Pteropus leschenaultii"
"7081","Bare-backed rousette"
"7082","Sciurus rubriventer"
"7083","Cervus schomburgki"
"7084","Lopocebus kipunji"
"7085","Lophocebus kipunji"
"7086","Cervus alfredi"
"7087","Cervus mariannus"
"7088","Taphozous flaviventris"
"7089","Taphozous hargravei"
"7090","Taphozous peli"
"7091","Taphozous saccolaimus"
"7092","Urocryptus bilineatus"
"7093","Vespertilio lepturus"
"7094","Saccostomus campestris mashonae"
"7095","Saccostomus umbriventer"
"7096","Saccostomus isiolae"
"7097","Saccostomus mearnsi umbriventer"
"7098","Leontocebus cruzlimai"
"7099","Saguinus fuscicollis cruzlimai"
"7100","Saguinus fuscicollis ssp. cruzlimai"
"7101","? geoffroyi"
"7102","Jacchus spixii"
"7103","Oedipomidas salaquiensis"
"7104","Leontocebus midas inustus"
"7105","Seniocebus pegasis"
"7106","Saguinus bicolor martinsi"
"7107","Leontocebus martinsi"
"7108","Saguinus midas niger"
"7109","Mystax ursulus umbratus"
"7110","? oedipus"
"7111","Seniocebus meticulous"
"7112","Oedipus titi"
"7113","Leontocebus tripartitus"
"7114","Midas tripartitus"
"7115","Saimiris ustus"
"7116","Saimiri madeirae"
"7117","Galidia unicolor"
"7118","Hemigalidia concolor"
"7119","Galidia concolor"
"7120","Salanoia unicolor"
"7121","Salpingotus michaelis"
"7122","Salpingotus crassicauda gobicus"
"7123","Salpingotus (Salpingotus) kozlovi"
"7124","Salpingotus pallidus sludskii"
"7125","Diplomys rufodorsalis"
"7126","Isothrix rufodorsalis"
"7127","Cebus apella paraguayanus"
"7128","Cebus cay"
"7129","Sapajus libidinosus paraguayanus"
"7130","Cebus libidinosus paraguayanus"
"7131","Cebus libidinosus pallidus"
"7132","Cebus apella morrulus"
"7133","Cebus libidinosus sagitta"
"7134","Cebus apella chacoensis"
"7135","Cebus versuta"
"7136","Cebus azarae"
"7137","Cebus flavius"
"7138","Simia flavia"
"7139","Cebus libidinosus"
"7140","Cebus elegans"
"7141","Cebus apella xanthosternos"
"7142","Cebus xanthosternos"
"7143","Sarcophilus laniarius"
"7144","Ursinus harrisii"
"7145","Dasyurus laniarius"
"7146","Sarcophilus satanicus"
"7147","Didelphis ursina"
"7148","Mormopterus petrophilus"
"7149","Platymops petrophilus"
"7150","Sorex aquaticus"
"7151","Scalops aquaticus"
"7152","Scalops californicus"
"7153","Scapanus californicus"
"7154","Scalops latimanus"
"7155","Scapanus townsendi"
"7156","Scalops townsendii"
"7157","Scapteromys sp. 1 GLG-2013"
"7158","Mus tumidus"
"7159","Allactaga elater"
"7160","Dipus elater"
"7161","Allactaga elater strandi"
"7162","Allactaga elater caucasicus"
"7163","Allactaga elater turkmeni"
"7164","Allactaga elater heptneri"
"7165","Allactaga elater dzungariae"
"7166","Allactaga elater kizljaricus"
"7167","Allactaga elater zaisanicus"
"7168","Allactaga indica"
"7169","Allactaga aralychensis"
"7170","Allactaga bactriana"
"7171","Allactaga tetradactyla"
"7172","Dipus brucii"
"7173","Sciurotamias collaris"
"7174","Rupestes forresti"
"7175","Guerlinguetus aestuans aestuans"
"7176","Guerlinguetus aestuans"
"7177","Sciurus arizonensis huachuca"
"7178","Sciurus arizonensis catalinae"
"7179","Sciurus arizonensis arizonensis"
"7180","Nycticeius rueppellii"
"7181","Nycticejus rueppellii"
"7182","Akodon irazu"
"7183","Scotinomys teguina stenopygius"
"7184","Scotinomys teguina subnubilis"
"7185","Scotinomys teguina episcopi"
"7186","Scotinomys teguina apricus"
"7187","Akodon teguina apricus"
"7188","Scotinomys teguina cacabatus"
"7189","Scotinomys teguina garichensis"
"7190","Scotinomys teguina escazuensis"
"7191","Scotinomys teguina rufoniger"
"7192","Scotinomys teguina endersi"
"7193","Scotinomys teguina leridensis"
"7194","Scotinomys harrisi"
"7195","Scotinomys longipilosus"
"7196","Scotophilus hirundo"
"7197","Scotophilus pallidus"
"7198","Scotomanes emarginatus"
"7199","Casinycteris ophiodon"
"7200","Vespertilio borbonicus"
"7201","Pachyotis temmincki celebensis"
"7202","Scotophilus temmincki collinus"
"7203","Scotophilus heathi"
"7204","Scotophilus leucogaster nucella"
"7205","Scotophilus nigrita nux"
"7206","Scoteinus balstoni"
"7207","Nycticeius balstoni"
"7208","Scoteinus influatus"
"7209","Scotophilus greyii"
"7210","Nycticeius greyii"
"7211","Scoteinus orion"
"7212","Scoteinus sanborni"
"7213","Nycticeius sanborni"
"7214","Pipistrellus dormeri"
"7215","Sylvisorex somereni"
