"","species"
"5284","Praomys mattheyi"
"5285","Praomys minor"
"5286","Praomys misonnei"
"5287","Praomys morio"
"5288","Praomys mutoni"
"5289","Praomys obscurus"
"5290","Praomys petteri"
"5291","Praomys rostratus"
"5292","Praomys taitae"
"5293","Praomys tullbergi"
"5294","Praomys verschureni"
"5295","Presbytis albigena"
"5296","Presbytis canicrus"
"5297","Presbytis chrysomelas"
"5298","Presbytis frontata"
"5299","Presbytis ignita"
"5300","Presbytis natunae"
"5301","Presbytis nobilis"
"5302","Presbytis pileata"
"5303","Presbytis robinsoni"
"5304","Presbytis sabana"
"5305","Presbytis senex"
"5306","Presbytis siamensis"
"5307","Presbytis thomasi"
"5308","Presbytis vetulus"
"5309","Priodontes maximus"
"5310","Prionailurus hispida"
"5311","Prionailurus iriomotensis"
"5312","Prionailurus largha"
"5313","Prionailurus planiceps"
"5314","Prionailurus rubiginosus"
"5315","Prionailurus viverrinus"
"5316","Prionodon linsang"
"5317","Prionodon pardicotor"
"5318","Prionomys batesi"
"5319","Procapra gutturosa"
"5320","Procapra picticaudata"
"5321","Procapra przewalskii"
"5322","Procavia bettoni"
"5323","Procavia buchanani"
"5324","Procavia butleri"
"5325","Procavia daemon"
"5326","Procavia goslingi"
"5327","Procavia jacksoni"
"5328","Procavia johnstoni"
"5329","Procavia latastei"
"5330","Procavia lopesi"
"5331","Procavia mackinderi"
"5332","Procavia mima"
"5333","Procavia oweni"
"5334","Procavia pallida"
"5335","Procavia pumila"
"5336","Procavia ruficeps"
"5337","Procavia ruwenzorii"
"5338","Procavia sharica"
"5339","Procavia syriaca"
"5340","Procolobus verus"
"5341","Proconsul africanus"
"5342","Proconsul heseloni"
"5343","Proconsul nyanzae"
"5344","Procyon brachyurus"
"5345","Procyon cancrivorus"
"5346","Procyon minor"
"5347","Procyon obscurus"
"5348","Procyon psora"
"5349","Procyon pygmaeus"
"5350","Proechimys brevicauda"
"5351","Proechimys canicollis"
"5352","Proechimys centralis"
"5353","Proechimys chrysaeolus"
"5354","Proechimys cuvieri"
"5355","Proechimys decumanus"
"5356","Proechimys echinothrix"
"5357","Proechimys gardneri"
"5358","Proechimys guairae"
"5359","Proechimys gularis"
"5360","Proechimys guyannensis"
"5361","Proechimys hoplomyoides"
"5362","Proechimys kulinae"
"5363","Proechimys longicaudatus"
"5364","Proechimys magdalenae"
"5365","Proechimys mincae"
"5366","Proechimys oconnelli"
"5367","Proechimys oris"
"5368","Proechimys pattoni"
"5369","Proechimys poliopus"
"5370","Proechimys quadruplicatus"
"5371","Proechimys roberti"
"5372","Proechimys simonsi"
"5373","Proechimys steerei"
"5374","Proechimys trinitatis"
"5375","Proechimys trinitatus"
"5376","Proechimys urichi"
"5377","Proedromys bedfordi"
"5378","Proedromys liangshanensis"
"5379","Profelis aurata"
"5380","Prohylobates tandyi"
"5381","Prolagus bilobus"
"5382","Prolagus sardus"
"5383","Prolemur simus"
"5384","Prometheomys schaposchnikowi"
"5385","Promops centralis"
"5386","Promops davisoni"
"5387","Promops nasutus"
"5388","Pronolagus caucinus"
"5389","Pronolagus crassicaudatus"
"5390","Pronolagus randensis"
"5391","Pronolagus ruddi"
"5392","Pronolagus rupestris"
"5393","Pronolagus saundersiae"
"5394","Propalaeotherium argentonicum"
"5395","Propithecus candidus"
"5396","Propithecus coquereli"
"5397","Propithecus edwardsi"
"5398","Propithecus perrieri"
"5399","Propithecus tattersalli"
"5400","Propliopithecus ankeli"
"5401","Propliopithecus haeckeli"
"5402","Prosciurillus abstrusus"
"5403","Prosciurillus alstoni"
"5404","Prosciurillus murinus"
"5405","Prosciurillus rosenbergii"
"5406","Prosciurillus topapuensis"
"5407","Prosciurillus weberi"
"5408","Proteles cristata"
"5409","Protepicyon raki"
"5410","Protochromys fellowsi"
"5411","Protocyon scagliarum"
"5412","Protoxerus aubinnii"
"5413","Protoxerus stangeri"
"5414","Protungulatum donnae"
"5415","Przewalskium albirostris"
"5416","Psalidocyon marianae"
"5417","Psammomys obesus"
"5418","Psammomys vexillaris"
"5419","Pseudalopex azarica"
"5420","Pseudalopex culpaeola"
"5421","Pseudalopex inca"
"5422","Pseudalopex zorrula"
"5423","Pseudantechinus bilarni"
"5424","Pseudantechinus macdonnellensis"
"5425","Pseudantechinus mimulus"
"5426","Pseudantechinus ningbing"
"5427","Pseudantechinus roryi"
"5428","Pseudantechinus woolleyae"
"5429","Pseudocheirus albertsi"
"5430","Pseudocheirus corinnae"
"5431","Pseudocheirus dahli"
"5432","Pseudocheirus occidentalis"
"5433","Pseudocheirus peregrinus"
"5434","Pseudochirops albertisii"
"5435","Pseudochirops archeri"
"5436","Pseudochirops corinnae"
"5437","Pseudochirops coronatus"
"5438","Pseudochirops cupreus"
"5439","Pseudochirulus canescens"
"5440","Pseudochirulus caroli"
"5441","Pseudochirulus cinereus"
"5442","Pseudochirulus forbesi"
"5443","Pseudochirulus herbertensis"
"5444","Pseudochirulus larvatus"
"5445","Pseudochirulus mayeri"
"5446","Pseudochirulus schlegeli"
"5447","Pseudocynodictis pavidus"
"5448","Pseudohydromys berniceae"
"5449","Pseudohydromys carlae"
"5450","Pseudohydromys eleanorae"
"5451","Pseudohydromys ellermani"
"5452","Pseudohydromys fuscus"
"5453","Pseudohydromys germani"
"5454","Pseudohydromys murinus"
"5455","Pseudohydromys occidentalis"
"5456","Pseudohydromys patriciae"
"5457","Pseudohydromys pumehanae"
"5458","Pseudohydromys sandrae"
"5459","Pseudois schaeferi"
"5460","Pseudomys albocinereus"
"5461","Pseudomys apodemoides"
"5462","Pseudomys australis"
"5463","Pseudomys bolami"
"5464","Pseudomys calabyi"
"5465","Pseudomys chapmani"
"5466","Pseudomys delicatulus"
"5467","Pseudomys desertor"
"5468","Pseudomys fieldi"
"5469","Pseudomys fumeus"
"5470","Pseudomys glaucus"
"5471","Pseudomys gouldii"
"5472","Pseudomys gracilicaudatus"
"5473","Pseudomys hermannsburgensis"
"5474","Pseudomys higginsi"
"5475","Pseudomys johnsoni"
"5476","Pseudomys laborifex"
"5477","Pseudomys nanus"
"5478","Pseudomys novaehollandiae"
"5479","Pseudomys occidentalis"
"5480","Pseudomys oralis"
"5481","Pseudomys patrius"
"5482","Pseudomys pilligaensis"
"5483","Pseudomys shortridgei"
"5484","Pseudonovibos spiralis"
"5485","Pseudopotto martini"
"5486","Pseudorca crassidens"
"5487","Pseudoryx nghetinhensis"
"5488","Pseudoryzomys simplex"
"5489","Ptenochirus jagori"
"5490","Ptenochirus minor"
"5491","Pteralopex anceps"
"5492","Pteralopex atrata"
"5493","Pteralopex flanneryi"
"5494","Pteralopex pulchra"
"5495","Pteralopex taki"
"5496","Pteromys alboniger"
"5497","Pteromyscus pulverulentus"
"5498","Pteromys momonga"
"5499","Pteromys volans"
"5500","Pteronotus alitonus"
"5501","Pteronotus fuliginosus"
"5502","Pteronotus gymnonotus"
"5503","Pteronotus macleayii"
"5504","Pteronotus pristinus"
"5505","Pteronotus pusillus"
"5506","Pteronotus quadridens"
"5507","Pteronotus rubiginosus"
"5508","Pteronura brasiliensis"
"5509","Pteropus aldabrensis"
"5510","Pteropus alecto"
"5511","Pteropus allenorum"
"5512","Pteropus aruensis"
"5513","Pteropus aterrimus"
"5514","Pteropus brunneus"
"5515","Pteropus caniceps"
"5516","Pteropus chrysoproctus"
"5517","Pteropus cognatus"
"5518","Pteropus conspicillatus"
"5519","Pteropus coxi"
"5520","Pteropus degener"
"5521","Pteropus faunulus"
"5522","Pteropus fundatus"
"5523","Pteropus giganteus"
"5524","Pteropus gilliardorum"
"5525","Pteropus griseus"
"5526","Pteropus howensis"
"5527","Pteropus hypomelanus"
"5528","Pteropus insularis"
"5529","Pteropus intermedius"
"5530","Pteropus keyensis"
"5531","Pteropus livingstonii"
"5532","Pteropus lombocensis"
"5533","Pteropus loochoensis"
"5534","Pteropus lylei"
"5535","Pteropus macrotis"
"5536","Pteropus mahaganus"
"5537","Pteropus mariannus"
"5538","Pteropus melanopogon"
"5539","Pteropus molossinus"
"5540","Pteropus myoti"
"5541","Pteropus neohibernicus"
"5542","Pteropus niger"
"5543","Pteropus nitendiensis"
"5544","Pteropus ocularis"
"5545","Pteropus ornatus"
"5546","Pteropus pelagicus"
"5547","Pteropus personatus"
"5548","Pteropus petersi"
"5549","Pteropus pilosus"
"5550","Pteropus pohlei"
"5551","Pteropus poliocephalus"
"5552","Pteropus pselaphon"
"5553","Pteropus pumilus"
"5554","Pteropus pyrrhocephalus"
"5555","Pteropus rennelli"
"5556","Pteropus rodricensis"
"5557","Pteropus rufus"
"5558","Pteropus scapulatus"
"5559","Pteropus speciosus"
"5560","Pteropus subniger"
"5561","Pteropus temminckii"
"5562","Pteropus temminki"
"5563","Pteropus tokudae"
"5564","Pteropus tonganus"
"5565","Pteropus tuberculatus"
"5566","Pteropus ualanus"
"5567","Pteropus vampyrus"
"5568","Pteropus vetulus"
"5569","Pteropus voeltzkowi"
"5570","Pteropus woodfordi"
"5571","Pteropus yapensis"
"5572","Ptilocercus lowii"
"5573","Pudu mephistophiles"
"5574","Pudu puda"
"5575","Pultiphagonides africanus"
"5576","Puma yagouaroundi"
"5577","Puma yaguarondi"
"5578","Punomys kofordi"
"5579","Punomys lemminus"
"5580","Pusa caspica"
"5581","Pusa sibirica"
"5582","Pygathrix cinerea"
"5583","Pygathrix nigripes"
"5584","Pygeretmus platyurus"
"5585","Pygeretmus pumilio"
"5586","Pygeretmus shitkovi"
"5587","Pygoderma bilabiatum"
"5588","Rangifer montanus"
"5589","Raphicerus campestris"
"5590","Raphicerus melanotis"
"5591","Raphicerus neumanni"
"5592","Raphicerus sharpei"
"5593","Rattus adustus"
"5594","Rattus andamanensis"
"5595","Rattus annandalei"
"5596","Rattus arfakiensis"
"5597","Rattus argentiventer"
"5598","Rattus arrogans"
"5599","Rattus baluensis"
"5600","Rattus blangorum"
"5601","Rattus bontanus"
"5602","Rattus burrus"
"5603","Rattus coelestis"
"5604","Rattus colletti"
"5605","Rattus coucha"
"5606","Rattus doboensis"
"5607","Rattus elaphinus"
"5608","Rattus enganus"
"5609","Rattus everetti"
"5610","Rattus exulans"
"5611","Rattus facetus"
"5612","Rattus feliceus"
"5613","Rattus flavipectus"
"5614","Rattus giluwensis"
"5615","Rattus hainaldi"
"5616","Rattus hoffmanni"
"5617","Rattus hoogerwerfi"
"5618","Rattus insularis"
"5619","Rattus jobiensis"
"5620","Rattus koopmani"
"5621","Rattus korinchi"
"5622","Rattus losea"
"5623","Rattus lugens"
"5624","Rattus macleari"
"5625","Rattus mindorensis"
"5626","Rattus mollicomulus"
"5627","Rattus moluccarius"
"5628","Rattus montanus"
"5629","Rattus mordax"
"5630","Rattus morotaiensis"
"5631","Rattus nativitatis"
"5632","Rattus niobe"
"5633","Rattus nitidus"
"5634","Rattus novaeguineae"
"5635","Rattus omichlodes"
"5636","Rattus osgoodi"
"5637","Rattus palmarum"
"5638","Rattus panglima"
"5639","Rattus pelurus"
"5640","Rattus pesticularis"
"5641","Rattus praetor"
"5642","Rattus pyctoris"
"5643","Rattus ranjiniae"
"5644","Rattus sakeratensis"
"5645","Rattus salocco"
"5646","Rattus sanila"
"5647","Rattus satarae"
"5648","Rattus simalurensis"
"5649","Rattus sordidus"
"5650","Rattus steini"
"5651","Rattus stoicus"
"5652","Rattus tawitawiensis"
"5653","Rattus timorensis"
"5654","Rattus tiomanicus"
"5655","Rattus vandeuseni"
"5656","Rattus verecundus"
"5657","Rattus villosissimus"
"5658","Rattus xanthurus"
"5659","Ratufa affinis"
"5660","Ratufa macroura"
"5661","Redunca arundinum"
"5662","Redunca fulvorufula"
"5663","Redunca redunca"
"5664","Reithrodon auritus"
"5665","Reithrodontomys bakeri"
"5666","Reithrodontomys brevirostris"
"5667","Reithrodontomys burti"
"5668","Reithrodontomys chrysopsis"
"5669","Reithrodontomys creper"
"5670","Reithrodontomys darienensis"
"5671","Reithrodontomys dariensis"
"5672","Reithrodontomys fulvescens"
"5673","Reithrodontomys gracilis"
"5674","Reithrodontomys hirsutus"
"5675","Reithrodontomys humulis"
"5676","Reithrodontomys megalotis"
"5677","Reithrodontomys mexicanus"
"5678","Reithrodontomys microdon"
"5679","Reithrodontomys montanus"
"5680","Reithrodontomys musseri"
"5681","Reithrodontomys paradoxus"
"5682","Reithrodontomys raviventris"
"5683","Reithrodontomys rodriguezi"
"5684","Reithrodontomys spectabilis"
"5685","Reithrodontomys sumichrasti"
"5686","Reithrodontomys tenuirostris"
"5687","Reithrodontomys zacatecae"
"5688","Reithrodon typicus"
"5689","Rhabdomys bechuanae"
"5690","Rhabdomys pumilio"
"5691","Rhagamys orthodon"
"5692","Rhagomys longilingua"
"5693","Rhagomys rufescens"
"5694","Rheithrosciurus macrotis"
"5695","Rheomys mexicanus"
"5696","Rheomys raptor"
"5697","Rheomys thomasi"
"5698","Rheomys underwoodi"
"5699","Rhinoceros morgani"
"5700","Rhinoceros tichorhinus"
"5701","Rhinoceros unicornis"
"5702","Rhinolophus acuminatus"
"5703","Rhinolophus adami"
"5704","Rhinolophus affinis"
"5705","Rhinolophus alcyone"
"5706","Rhinolophus andamanensis"
"5707","Rhinolophus arcuatus"
"5708","Rhinolophus barbatus"
"5709","Rhinolophus beddomei"
"5710","Rhinolophus belligerator"
"5711","Rhinolophus blasii"
"5712","Rhinolophus blythi"
"5713","Rhinolophus bocharicus"
"5714","Rhinolophus borneensis"
"5715","Rhinolophus canuti"
"5716","Rhinolophus capensis"
"5717","Rhinolophus celebensis"
"5718","Rhinolophus chaseni"
"5719","Rhinolophus chiewkweeae"
"5720","Rhinolophus clivosus"
"5721","Rhinolophus coelophyllus"
"5722","Rhinolophus cognatus"
"5723","Rhinolophus cohenae"
"5724","Rhinolophus convexus"
"5725","Rhinolophus cornutus"
"5726","Rhinolophus creaghi"
"5727","Rhinolophus deckenii"
"5728","Rhinolophus denti"
"5729","Rhinolophus eloquens"
"5730","Rhinolophus euryale"
"5731","Rhinolophus euryotis"
"5732","Rhinolophus formosae"
"5733","Rhinolophus francisi"
"5734","Rhinolophus fumigatus"
"5735","Rhinolophus geminus"
"5736","Rhinolophus gorongosae"
"5737","Rhinolophus guineensis"
"5738","Rhinolophus hildebrandti"
"5739","Rhinolophus hilli"
"5740","Rhinolophus hillorum"
"5741","Rhinolophus hipposideros"
"5742","Rhinolophus horaceki"
"5743","Rhinolophus huananus"
"5744","Rhinolophus imaizumii"
"5745","Rhinolophus indorouxii"
"5746","Rhinolophus inops"
"5747","Rhinolophus kahuzi"
"5748","Rhinolophus keyensis"
"5749","Rhinolophus landeri"
"5750","Rhinolophus lobatus"
"5751","Rhinolophus luctoides"
"5752","Rhinolophus luctus"
"5753","Rhinolophus mabuensis"
"5754","Rhinolophus maclaudi"
"5755","Rhinolophus madurensis"
"5756","Rhinolophus maendeleo"
"5757","Rhinolophus malayanus"
"5758","Rhinolophus marshalli"
"5759","Rhinolophus mcintyrei"
"5760","Rhinolophus megalophyllus"
"5761","Rhinolophus megaphyllus"
"5762","Rhinolophus mehelyi"
"5763","Rhinolophus microglobosus"
"5764","Rhinolophus mitratus"
"5765","Rhinolophus monoceros"
"5766","Rhinolophus montanus"
"5767","Rhinolophus monticolus"
"5768","Rhinolophus morio"
"5769","Rhinolophus mossambicus"
"5770","Rhinolophus neglectus"
"5771","Rhinolophus nereis"
"5772","Rhinolophus osgoodi"
"5773","Rhinolophus paradoxolophus"
"5774","Rhinolophus pearsonii"
"5775","Rhinolophus perditus"
"5776","Rhinolophus philippensis"
"5777","Rhinolophus philippinensis"
"5778","Rhinolophus proconsulis"
"5779","Rhinolophus pumilus"
"5780","Rhinolophus pusillus"
"5781","Rhinolophus rex"
"5782","Rhinolophus rhodesiae"
"5783","Rhinolophus robinsoni"
"5784","Rhinolophus rufus"
"5785","Rhinolophus ruwenzorii"
"5786","Rhinolophus sakejiensis"
"5787","Rhinolophus schnitzleri"
"5788","Rhinolophus sedulus"
"5789","Rhinolophus shameli"
"5790","Rhinolophus shortridgei"
"5791","Rhinolophus siamensis"
"5792","Rhinolophus silvestris"
"5793","Rhinolophus simulator"
"5794","Rhinolophus smithersi"
"5795","Rhinolophus stheno"
"5796","Rhinolophus subbadius"
"5797","Rhinolophus subrufus"
"5798","Rhinolophus swinnyi"
"5799","Rhinolophus tatar"
"5800","Rhinolophus thailandensis"
"5801","Rhinolophus thomasi"
"5802","Rhinolophus trifoliatus"
"5803","Rhinolophus truncatus"
"5804","Rhinolophus virgo"
"5805","Rhinolophus willardi"
"5806","Rhinolophus xinanzhongguoensis"
"5807","Rhinolophus yunanensis"
"5808","Rhinolophus yunnanensis"
"5809","Rhinolophus ziama"
"5810","Rhinonicteris aurantia"
"5811","Rhinophylla alethina"
"5812","Rhinophylla fischerae"
"5813","Rhinophylla pumilio"
"5814","Rhinopithecus avunculus"
"5815","Rhinopithecus bieti"
"5816","Rhinopithecus brelichi"
"5817","Rhinopithecus roxellana"
"5818","Rhinopithecus strykeri"
"5819","Rhinopoma hadramauticum"
"5820","Rhinopoma macinnesi"
"5821","Rhinopoma muscatellum"
"5822","Rhinosciurus laticaudatus"
"5823","Rhipidomys albujai"
"5824","Rhipidomys austrinus"
"5825","Rhipidomys cariri"
"5826","Rhipidomys caucensis"
"5827","Rhipidomys couesi"
"5828","Rhipidomys emiliae"
"5829","Rhipidomys fulviventer"
"5830","Rhipidomys gardneri"
"5831","Rhipidomys ipukensis"
"5832","Rhipidomys itoan"
"5833","Rhipidomys latimanus"
"5834","Rhipidomys leucodactylus"
"5835","Rhipidomys macconnelli"
"5836","Rhipidomys macrurus"
"5837","Rhipidomys mastacalis"
"5838","Rhipidomys masticalis"
"5839","Rhipidomys modicus"
"5840","Rhipidomys nitela"
"5841","Rhipidomys ochrogaster"
"5842","Rhipidomys qundianus"
"5843","Rhipidomys scandens"
"5844","Rhipidomys tribei"
"5845","Rhipidomys venezuelae"
"5846","Rhipidomys venustus"
"5847","Rhipidomys wetzeli"
"5848","Rhizomys sinensis"
"5849","Rhizomys sumatrensis"
"5850","Rhogeessa aeneus"
"5851","Rhogeessa alleni"
"5852","Rhogeessa bickhami"
"5853","Rhogeessa genowaysi"
"5854","Rhogeessa gracilis"
"5855","Rhogeessa hussoni"
"5856","Rhogeessa io"
"5857","Rhogeessa menchuae"
"5858","Rhogeessa minutilla"
"5859","Rhogeessa mira"
"5860","Rhogeessa parvula"
"5861","Rhogeessa tumida"
"5862","Rhogeessa velilla"
"5863","Rhombomys giganteus"
"5864","Rhynchocyon adersi"
"5865","Rhynchocyon chrysopygus"
"5866","Rhynchocyon claudi"
"5867","Rhynchocyon hendersoni"
"5868","Rhynchocyon macrurus"
"5869","Rhynchocyon stuhlmanni"
"5870","Rhynchocyon swynnertoni"
"5871","Rhynchocyon udzungwensis"
"5872","Rhynchogale caniceps"
"5873","Rhynchogale melleri"
"5874","Rhyncholestes raphanurus"
"5875","Rhynchomeles prattorum"
"5876","Rhynchomys banahao"
"5877","Rhynchomys isarogensis"
"5878","Rhynchomys soricoides"
"5879","Rhynchomys tapulao"
"5880","Rhynchonycteris naso"
"5881","Rodhocetus balochistanensis"
"5882","Romerolagus diazi"
"5883","Rousettus amplexicaudatus"
"5884","Rousettus celebensis"
"5885","Rousettus lanosus"
"5886","Rousettus leachii"
"5887","Rousettus leschenaultii"
"5888","Rousettus linduensis"
"5889","Rousettus madagascariensis"
"5890","Rousettus obliviosus"
"5891","Rousettus spinalatus"
"5892","Rousettus stresemanni"
"5893","Rubrisciurus rubriventer"
"5894","Rucervus platyceros"
"5895","Rucervus schomburgki"
"5896","Rucervus thamin"
"5897","Rungwecebus kipunji"
"5898","Rusa alfredi"
"5899","Rusa marianna"
"5900","Ruwenzorisorex suncoides"
"5901","Saccolaimus flaviventris"
"5902","Saccolaimus granti"
"5903","Saccolaimus mixtus"
"5904","Saccolaimus peli"
"5905","Saccolaimus saccolaimus"
"5906","Saccopteryx antioquensis"
"5907","Saccopteryx bilineata"
"5908","Saccopteryx canescens"
"5909","Saccopteryx gymnura"
"5910","Saccopteryx leptura"
"5911","Saccostomus mashonae"
"5912","Saccostomus mearnsi"
"5913","Saccostomus umbriventer"
"5914","Saguinus cruzlimai"
"5915","Saguinus geoffroyi"
"5916","Saguinus graellsi"
"5917","Saguinus inustus"
"5918","Saguinus leucopus"
"5919","Saguinus martinsi"
"5920","Saguinus niger"
"5921","Saguinus oedipus"
"5922","Saguinus tripartitus"
"5923","Saguinus ursulus"
"5924","Saharagalago misrensis"
"5925","Sahelanthropus tchadensis"
"5926","Saiga borealis"
"5927","Saimiri cassiquiarensis"
"5928","Saimiri madierae"
"5929","Saimiri ustus"
"5930","Saimiri vanzolinii"
"5931","Sairadelphys tocantinensis"
"5932","Salanoia concolor"
"5933","Salinomys delicatus"
"5934","Salpingotulus michaelis"
"5935","Salpingotus crassicauda"
"5936","Salpingotus heptneri"
"5937","Salpingotus kozlovi"
"5938","Salpingotus pallidus"
"5939","Salpingotus thomasi"
"5940","Santamartamys rufodorsalis"
"5941","Sapajus cay"
"5942","Sapajus flavius"
"5943","Sapajus libidinosus"
"5944","Sapajus xanthosternos"
"5945","Sarcophilus harrisii"
"5946","Sauromys petrophilus"
"5947","Saxatilomys paulinae"
"5948","Scalopus aquaticus"
"5949","Scapanulus oweni"
"5950","Scapanus latimanus"
"5951","Scapanus mesolatimanus"
"5952","Scapanus orarius"
"5953","Scapanus schultzi"
"5954","Scapanus townsendii"
"5955","Scapteromys aquaticus"
"5956","Scapteromys meridionalis"
"5957","Scapteromys tumidus"
"5958","Scaptochirus gilliesi"
"5959","Scaptochirus moschatus"
"5960","Scaptonyx fusicaudatus"
"5961","Scaptonyx fusicaudus"
"5962","Scarturus elater"
"5963","Scarturus tetradactyla"
"5964","Scarturus vinogradovi"
"5965","Schoinobates volans"
"5966","Sciurocheirus makandensis"
"5967","Sciurotamias davidianus"
"5968","Sciurotamias forresti"
"5969","Sciurus aestuans"
"5970","Sciurus alleni"
"5971","Sciurus annulatus"
"5972","Sciurus anomalus"
"5973","Sciurus arizonensis"
"5974","Sciurus aureogaster"
"5975","Sciurus colliaei"
"5976","Sciurus deppei"
"5977","Sciurus ebii"
"5978","Sciurus erythropus"
"5979","Sciurus flammifer"
"5980","Sciurus gilvigularis"
"5981","Sciurus griseus"
"5982","Sciurus igniventris"
"5983","Sciurus javanicus"
"5984","Sciurus lis"
"5985","Sciurus maltei"
"5986","Sciurus nayaritensis"
"5987","Sciurus oculatus"
"5988","Sciurus pucheranii"
"5989","Sciurus pyrrhinus"
"5990","Sciurus richmondi"
"5991","Sciurus sanborni"
"5992","Sciurus spadiceus"
"5993","Sciurus urucumus"
"5994","Sciurus vareigatoides"
"5995","Sciurus variabilis"
"5996","Sciurus whitei"
"5997","Sciurus yucatanensis"
"5998","Scleronycteris ega"
"5999","Scolomys juruaense"
"6000","Scolomys melanops"
"6001","Scolomys ucayalensis"
"6002","Scoteanax rueppellii"
"6003","Scotinomys teguina"
"6004","Scotinomys xerampelinus"
"6005","Scotoecus albigula"
"6006","Scotoecus albofuscus"
"6007","Scotoecus hindei"
"6008","Scotoecus hirundo"
"6009","Scotoecus pallidus"
"6010","Scotomanes ornatus"
"6011","Scotonycteris bergmansi"
"6012","Scotonycteris ophiodon"
"6013","Scotophilus andrewreborii"
"6014","Scotophilus bonbonicus"
"6015","Scotophilus borbonicus"
"6016","Scotophilus celebensis"
"6017","Scotophilus collinus"
"6018","Scotophilus dinganii"
"6019","Scotophilus ejetai"
"6020","Scotophilus heathii"
"6021","Scotophilus kuhlii"
"6022","Scotophilus leucogaster"
"6023","Scotophilus livingstonii"
"6024","Scotophilus marovaza"
"6025","Scotophilus mhlangani"
"6026","Scotophilus nigrita"
"6027","Scotophilus nucella"
"6028","Scotophilus nux"
"6029","Scotophilus robustus"
"6030","Scotophilus tandrefana"
"6031","Scotophilus temminckii"
"6032","Scotophilus trujilloi"
"6033","Scotophilus wroughtoni"
"6034","Scotorepens balstoni"
"6035","Scotorepens greyii"
"6036","Scotorepens orion"
"6037","Scotorepens sanborni"
"6038","Scotozous dormeri"
"6039","Scutisorex congicus"
"6040","Scutisorex somereni"
"6041","Scutisorex thori"
"6042","Sekeetamys calurus"
"6043","Selevinia betpakdalaensis"
"6044","Semnopithecus ajax"
"6045","Semnopithecus hector"
"6046","Semnopithecus hypoleucos"
"6047","Semnopithecus monspessulanus"
"6048","Semnopithecus natunae"
"6049","Semnopithecus nestor"
"6050","Semnopithecus palaeindicus"
"6051","Semnopithecus priam"
"6052","Semnopithecus schistaceus"
"6053","Semnopithecus subanus"
"6054","Semnopithecus subhimalayanus"
"6055","Setifer setosus"
"6056","Setonix brachyurus"
"6057","Sicista armenica"
"6058","Sicista betulina"
"6059","Sicista caucasica"
"6060","Sicista caudata"
"6061","Sicista concolor"
"6062","Sicista kazbegica"
"6063","Sicista kluchorica"
"6064","Sicista lorigera"
"6065","Sicista napaea"
"6066","Sicista nordmanni"
"6067","Sicista pseudonapaea"
"6068","Sicista strandi"
"6069","Sicista tianshanica"
"6070","Sigmodon alleni"
"6071","Sigmodon alstoni"
"6072","Sigmodon hirsutus"
"6073","Sigmodon inopinatus"
"6074","Sigmodon leucotis"
"6075","Sigmodon mascotensis"
"6076","Sigmodon ochrognathus"
"6077","Sigmodon peruanus"
"6078","Sigmodon planifrons"
"6079","Sigmodon toltecus"
"6080","Sigmodontomys alfari"
"6081","Sigmodontomys aphrastus"
"6082","Sigmodon zanjonensis"
"6083","Simias concolor"
"6084","Simopithecus oswaldi"
"6085","Sivaceros gradiens"
"6086","Sivapithecus alpani"
"6087","Sminthopsis aitkeni"
"6088","Sminthopsis archeri"
"6089","Sminthopsis bindi"
"6090","Sminthopsis boullangerensis"
"6091","Sminthopsis butleri"
"6092","Sminthopsis crassicaudata"
"6093","Sminthopsis dolichura"
"6094","Sminthopsis douglasi"
"6095","Sminthopsis froggatti"
"6096","Sminthopsis fuliginosus"
"6097","Sminthopsis gilberti"
"6098","Sminthopsis granulipes"
"6099","Sminthopsis griseoventer"
"6100","Sminthopsis hirtipes"
"6101","Sminthopsis longicaudata"
"6102","Sminthopsis lumholtzi"
"6103","Sminthopsis macroura"
"6104","Sminthopsis ooldea"
"6105","Sminthopsis psammophila"
"6106","Sminthopsis stalkeri"
"6107","Sminthopsis youngsoni"
"6108","Solenodon arredondoi"
"6109","Solenodon cubanus"
"6110","Solenodon marcanoi"
"6111","Solisorex pearsoni"
"6112","Solomys ponceleti"
"6113","Solomys salamonis"
"6114","Solomys salebrosus"
"6115","Solomys sapientis"
"6116","Solomys spriggsarum"
"6117","Sommeromys macrorhinos"
"6118","Sommeromys macrorhinus"
"6119","Sooretamys angouya"
"6120","Sorex alaskanus"
"6121","Sorex alpinus"
"6122","Sorex annexus"
"6123","Sorex antinorii"
"6124","Sorex araneus"
"6125","Sorex arcticus"
"6126","Sorex arizonae"
"6127","Sorex arunchi"
"6128","Sorex asper"
"6129","Sorex averini"
"6130","Sorex bairdi"
"6131","Sorex batis"
"6132","Sorex bedfordiae"
"6133","Sorex buchariensis"
"6134","Sorex burneyi"
"6135","Sorex caecutiens"
"6136","Sorex camtschatica"
"6137","Sorex cansulus"
"6138","Sorex centralis"
"6139","Sorex chiapensis"
"6140","Sorex cinnamomeus"
"6141","Sorex coronatus"
"6142","Sorex crassicaudus"
"6143","Sorex cristobalensis"
"6144","Sorex cylindricauda"
"6145","Sorex daphaenodon"
"6146","Sorex emarginatus"
"6147","Sorex excelsus"
"6148","Sorex fimbriatus"
"6149","Sorex forsteri"
"6150","Sorex fumeus"
"6151","Sorex gaspensis"
"6152","Sorex gracillimus"
"6153","Sorex granarius"
"6154","Sorex grantii"
"6155","Sorex griffithi"
"6156","Sorex hawkeri"
