"","scientificName","redlistCategory"
"4893","Protochromys fellowsi","Least Concern"
"4894","Protoxerus aubinnii","Near Threatened"
"4895","Protoxerus stangeri","Least Concern"
"4896","Psammomys obesus","Least Concern"
"4897","Psammomys obesus","Least Concern"
"4898","Psammomys vexillaris","Data Deficient"
"4899","Pseudantechinus bilarni","Least Concern"
"4900","Pseudantechinus macdonnellensis","Least Concern"
"4901","Pseudantechinus mimulus","Near Threatened"
"4902","Pseudantechinus ningbing","Least Concern"
"4903","Pseudantechinus roryi","Least Concern"
"4904","Pseudantechinus woolleyae","Least Concern"
"4905","Pseudoberylmys muongbangensis","Data Deficient"
"4906","Pseudocheirus occidentalis","Critically Endangered"
"4907","Pseudocheirus peregrinus","Least Concern"
"4908","Pseudochirops albertisii","Near Threatened"
"4909","Pseudochirops archeri","Near Threatened"
"4910","Pseudochirops corinnae","Near Threatened"
"4911","Pseudochirops coronatus","Vulnerable"
"4912","Pseudochirops cupreus","Least Concern"
"4913","Pseudochirulus canescens","Least Concern"
"4914","Pseudochirulus caroli","Least Concern"
"4915","Pseudochirulus cinereus","Near Threatened"
"4916","Pseudochirulus forbesi","Least Concern"
"4917","Pseudochirulus herbertensis","Least Concern"
"4918","Pseudochirulus larvatus","Least Concern"
"4919","Pseudochirulus mayeri","Least Concern"
"4920","Pseudochirulus schlegeli","Vulnerable"
"4921","Pseudohydromys berniceae","Least Concern"
"4922","Pseudohydromys carlae","Data Deficient"
"4923","Pseudohydromys eleanorae","Data Deficient"
"4924","Pseudohydromys ellermani","Least Concern"
"4925","Pseudohydromys fuscus","Least Concern"
"4926","Pseudohydromys germani","Data Deficient"
"4927","Pseudohydromys murinus","Least Concern"
"4928","Pseudohydromys musseri","Data Deficient"
"4929","Pseudohydromys occidentalis","Data Deficient"
"4930","Pseudohydromys patriciae","Data Deficient"
"4931","Pseudohydromys pumehanae","Data Deficient"
"4932","Pseudohydromys sandrae","Data Deficient"
"4933","Pseudois nayaur","Least Concern"
"4934","Pseudomys albocinereus","Least Concern"
"4935","Pseudomys apodemoides","Least Concern"
"4936","Pseudomys auritus","Extinct"
"4937","Pseudomys australis","Vulnerable"
"4938","Pseudomys bolami","Least Concern"
"4939","Pseudomys calabyi","Vulnerable"
"4940","Pseudomys chapmani","Least Concern"
"4941","Pseudomys delicatulus","Least Concern"
"4942","Pseudomys desertor","Least Concern"
"4943","Pseudomys fieldi","Vulnerable"
"4944","Pseudomys fumeus","Vulnerable"
"4945","Pseudomys glaucus","Extinct"
"4946","Pseudomys gouldii","Extinct"
"4947","Pseudomys gracilicaudatus","Least Concern"
"4948","Pseudomys hermannsburgensis","Least Concern"
"4949","Pseudomys higginsi","Least Concern"
"4950","Pseudomys johnsoni","Least Concern"
"4951","Pseudomys nanus","Least Concern"
"4952","Pseudomys novaehollandiae","Vulnerable"
"4953","Pseudomys occidentalis","Near Threatened"
"4954","Pseudomys oralis","Vulnerable"
"4955","Pseudomys patrius","Least Concern"
"4956","Pseudomys pilligaensis","Data Deficient"
"4957","Pseudomys shortridgei","Near Threatened"
"4958","Pseudorca crassidens","Not Applicable"
"4959","Pseudorca crassidens","Near Threatened"
"4960","Pseudoryx nghetinhensis","Critically Endangered"
"4961","Pseudoryzomys simplex","Least Concern"
"4962","Ptenochirus jagori","Least Concern"
"4963","Ptenochirus minor","Least Concern"
"4964","Pteralopex anceps","Endangered"
"4965","Pteralopex atrata","Endangered"
"4966","Pteralopex flanneryi","Critically Endangered"
"4967","Pteralopex pulchra","Critically Endangered"
"4968","Pteralopex taki","Vulnerable"
"4969","Pteromyscus pulverulentus","Endangered"
"4970","Pteromys momonga","Least Concern"
"4971","Pteromys volans","Data Deficient"
"4972","Pteromys volans","Least Concern"
"4973","Pteronotus davyi","Least Concern"
"4974","Pteronotus gymnonotus","Least Concern"
"4975","Pteronotus macleayii","Least Concern"
"4976","Pteronotus mesoamericanus","Least Concern"
"4977","Pteronotus paraguanensis","Endangered"
"4978","Pteronotus parnellii","Least Concern"
"4979","Pteronotus personatus","Least Concern"
"4980","Pteronotus quadridens","Least Concern"
"4981","Pteronotus rubiginosus","Least Concern"
"4982","Pteronura brasiliensis","Endangered"
"4983","Pteropus admiralitatum","Least Concern"
"4984","Pteropus aldabrensis","Endangered"
"4985","Pteropus alecto","Least Concern"
"4986","Pteropus allenorum","Extinct"
"4987","Pteropus anetianus","Vulnerable"
"4988","Pteropus aruensis","Critically Endangered"
"4989","Pteropus brunneus","Extinct"
"4990","Pteropus caniceps","Vulnerable"
"4991","Pteropus capistratus","Near Threatened"
"4992","Pteropus chrysoproctus","Vulnerable"
"4993","Pteropus cognatus","Vulnerable"
"4994","Pteropus conspicillatus","Endangered"
"4995","Pteropus coxi","Extinct"
"4996","Pteropus dasymallus","Vulnerable"
"4997","Pteropus faunulus","Endangered"
"4998","Pteropus fundatus","Endangered"
"4999","Pteropus giganteus","Least Concern"
"5000","Pteropus gilliardorum","Vulnerable"
"5001","Pteropus griseus","Vulnerable"
"5002","Pteropus howensis","Data Deficient"
"5003","Pteropus hypomelanus","Near Threatened"
"5004","Pteropus intermedius","Data Deficient"
"5005","Pteropus keyensis","Data Deficient"
"5006","Pteropus livingstonii","Critically Endangered"
"5007","Pteropus lombocensis","Data Deficient"
"5008","Pteropus loochoensis","Data Deficient"
"5009","Pteropus lylei","Vulnerable"
"5010","Pteropus macrotis","Least Concern"
"5011","Pteropus mahaganus","Least Concern"
"5012","Pteropus mariannus","Endangered"
"5013","Pteropus melanopogon","Endangered"
"5014","Pteropus melanotus","Vulnerable"
"5015","Pteropus molossinus","Endangered"
"5016","Pteropus neohibernicus","Least Concern"
"5017","Pteropus niger","Endangered"
"5018","Pteropus nitendiensis","Endangered"
"5019","Pteropus ocularis","Vulnerable"
"5020","Pteropus ornatus","Vulnerable"
"5021","Pteropus pelagicus","Endangered"
"5022","Pteropus pelewensis","Vulnerable"
"5023","Pteropus personatus","Least Concern"
"5024","Pteropus pilosus","Extinct"
"5025","Pteropus pohlei","Vulnerable"
"5026","Pteropus poliocephalus","Vulnerable"
"5027","Pteropus pselaphon","Endangered"
"5028","Pteropus pumilus","Near Threatened"
"5029","Pteropus rayneri","Near Threatened"
"5030","Pteropus rennelli","Endangered"
"5031","Pteropus rodricensis","Endangered"
"5032","Pteropus rufus","Vulnerable"
"5033","Pteropus samoensis","Near Threatened"
"5034","Pteropus scapulatus","Least Concern"
"5035","Pteropus seychellensis","Least Concern"
"5036","Pteropus speciosus","Data Deficient"
"5037","Pteropus subniger","Extinct"
"5038","Pteropus temminckii","Vulnerable"
"5039","Pteropus tokudae","Extinct"
"5040","Pteropus tonganus","Least Concern"
"5041","Pteropus tuberculatus","Endangered"
"5042","Pteropus ualanus","Endangered"
"5043","Pteropus vampyrus","Near Threatened"
"5044","Pteropus vetulus","Near Threatened"
"5045","Pteropus voeltzkowi","Vulnerable"
"5046","Pteropus woodfordi","Least Concern"
"5047","Ptilocercus lowii","Least Concern"
"5048","Pudu mephistophiles","Data Deficient"
"5049","Pudu puda","Near Threatened"
"5050","Puma concolor","Least Concern"
"5051","Punomys kofordi","Near Threatened"
"5052","Punomys lemminus","Vulnerable"
"5053","Pusa caspica","Endangered"
"5054","Pusa hispida","Least Concern"
"5055","Pusa hispida","Least Concern"
"5056","Pusa sibirica","Least Concern"
"5057","Pygathrix cinerea","Critically Endangered"
"5058","Pygathrix nemaeus","Critically Endangered"
"5059","Pygathrix nigripes","Critically Endangered"
"5060","Pygeretmus platyurus","Least Concern"
"5061","Pygeretmus pumilio","Least Concern"
"5062","Pygeretmus pumilio","Least Concern"
"5063","Pygeretmus zhitkovi","Near Threatened"
"5064","Pygoderma bilabiatum","Least Concern"
"5065","Rangifer tarandus","Least Concern"
"5066","Rangifer tarandus","Vulnerable"
"5067","Raphicerus campestris","Least Concern"
"5068","Raphicerus melanotis","Least Concern"
"5069","Raphicerus sharpei","Least Concern"
"5070","Rattus adustus","Data Deficient"
"5071","Rattus andamanensis","Least Concern"
"5072","Rattus annandalei","Least Concern"
"5073","Rattus arfakiensis","Data Deficient"
"5074","Rattus argentiventer","Least Concern"
"5075","Rattus arrogans","Least Concern"
"5076","Rattus baluensis","Least Concern"
"5077","Rattus blangorum","Data Deficient"
"5078","Rattus bontanus","Data Deficient"
"5079","Rattus burrus","Endangered"
"5080","Rattus colletti","Least Concern"
"5081","Rattus detentus","Data Deficient"
"5082","Rattus elaphinus","Near Threatened"
"5083","Rattus enganus","Data Deficient"
"5084","Rattus everetti","Least Concern"
"5085","Rattus exulans","Least Concern"
"5086","Rattus feliceus","Near Threatened"
"5087","Rattus fuscipes","Least Concern"
"5088","Rattus giluwensis","Least Concern"
"5089","Rattus hainaldi","Endangered"
"5090","Rattus hoffmanni","Least Concern"
"5091","Rattus hoogerwerfi","Vulnerable"
"5092","Rattus jobiensis","Least Concern"
"5093","Rattus koopmani","Data Deficient"
"5094","Rattus korinchi","Data Deficient"
"5095","Rattus leucopus","Least Concern"
"5096","Rattus losea","Least Concern"
"5097","Rattus lugens","Vulnerable"
"5098","Rattus lutreolus","Least Concern"
"5099","Rattus macleari","Extinct"
"5100","Rattus marmosurus","Least Concern"
"5101","Rattus mindorensis","Least Concern"
"5102","Rattus mollicomulus","Least Concern"
"5103","Rattus montanus","Endangered"
"5104","Rattus mordax","Least Concern"
"5105","Rattus morotaiensis","Least Concern"
"5106","Rattus nativitatis","Extinct"
"5107","Rattus nikenii","Vulnerable"
"5108","Rattus niobe","Least Concern"
"5109","Rattus nitidus","Least Concern"
"5110","Rattus norvegicus","Least Concern"
"5111","Rattus novaeguineae","Least Concern"
"5112","Rattus omichlodes","Data Deficient"
"5113","Rattus osgoodi","Least Concern"
"5114","Rattus palmarum","Vulnerable"
"5115","Rattus pelurus","Data Deficient"
"5116","Rattus pococki","Least Concern"
"5117","Rattus praetor","Least Concern"
"5118","Rattus pyctoris","Least Concern"
"5119","Rattus ranjiniae","Endangered"
"5120","Rattus rattus","Least Concern"
"5121","Rattus rattus","Least Concern"
"5122","Rattus richardsoni","Vulnerable"
"5123","Rattus salocco","Data Deficient"
"5124","Rattus satarae","Vulnerable"
"5125","Rattus simalurensis","Endangered"
"5126","Rattus sordidus","Least Concern"
"5127","Rattus steini","Least Concern"
"5128","Rattus stoicus","Vulnerable"
"5129","Rattus tanezumi","Least Concern"
"5130","Rattus tawitawiensis","Data Deficient"
"5131","Rattus timorensis","Data Deficient"
"5132","Rattus tiomanicus","Least Concern"
"5133","Rattus tunneyi","Least Concern"
"5134","Rattus vandeuseni","Endangered"
"5135","Rattus verecundus","Least Concern"
"5136","Rattus villosissimus","Least Concern"
"5137","Rattus xanthurus","Near Threatened"
"5138","Ratufa affinis","Near Threatened"
"5139","Ratufa bicolor","Near Threatened"
"5140","Ratufa indica","Least Concern"
"5141","Ratufa macroura","Near Threatened"
"5142","Redunca arundinum","Least Concern"
"5143","Redunca fulvorufula","Endangered"
"5144","Redunca redunca","Least Concern"
"5145","Reithrodon auritus","Least Concern"
"5146","Reithrodontomys bakeri","Endangered"
"5147","Reithrodontomys brevirostris","Least Concern"
"5148","Reithrodontomys burti","Data Deficient"
"5149","Reithrodontomys chrysopsis","Least Concern"
"5150","Reithrodontomys creper","Least Concern"
"5151","Reithrodontomys darienensis","Least Concern"
"5152","Reithrodontomys fulvescens","Least Concern"
"5153","Reithrodontomys gracilis","Least Concern"
"5154","Reithrodontomys hirsutus","Vulnerable"
"5155","Reithrodontomys humulis","Least Concern"
"5156","Reithrodontomys megalotis","Least Concern"
"5157","Reithrodontomys mexicanus","Least Concern"
"5158","Reithrodontomys microdon","Least Concern"
"5159","Reithrodontomys montanus","Least Concern"
"5160","Reithrodontomys musseri","Data Deficient"
"5161","Reithrodontomys paradoxus","Data Deficient"
"5162","Reithrodontomys raviventris","Endangered"
"5163","Reithrodontomys rodriguezi","Least Concern"
"5164","Reithrodontomys spectabilis","Critically Endangered"
"5165","Reithrodontomys sumichrasti","Least Concern"
"5166","Reithrodontomys tenuirostris","Endangered"
"5167","Reithrodontomys zacatecae","Least Concern"
"5168","Reithrodon typicus","Least Concern"
"5169","Rhabdomys bechuanae","Least Concern"
"5170","Rhabdomys dilectus","Least Concern"
"5171","Rhabdomys intermedius","Least Concern"
"5172","Rhabdomys pumilio","Least Concern"
"5173","Rhagomys longilingua","Least Concern"
"5174","Rhagomys rufescens","Vulnerable"
"5175","Rheithrosciurus macrotis","Vulnerable"
"5176","Rheomys mexicanus","Endangered"
"5177","Rheomys raptor","Least Concern"
"5178","Rheomys thomasi","Near Threatened"
"5179","Rheomys underwoodi","Least Concern"
"5180","Rhinoceros sondaicus","Critically Endangered"
"5181","Rhinoceros unicornis","Vulnerable"
"5182","Rhinolophus acuminatus","Least Concern"
"5183","Rhinolophus adami","Data Deficient"
"5184","Rhinolophus affinis","Least Concern"
"5185","Rhinolophus alcyone","Least Concern"
"5186","Rhinolophus arcuatus","Least Concern"
"5187","Rhinolophus beddomei","Least Concern"
"5188","Rhinolophus belligerator","Endangered"
"5189","Rhinolophus blasii","Near Threatened"
"5190","Rhinolophus blasii","Vulnerable"
"5191","Rhinolophus blasii","Least Concern"
"5192","Rhinolophus bocharicus","Least Concern"
"5193","Rhinolophus borneensis","Least Concern"
"5194","Rhinolophus canuti","Vulnerable"
"5195","Rhinolophus capensis","Least Concern"
"5196","Rhinolophus celebensis","Least Concern"
"5197","Rhinolophus chiewkweeae","Data Deficient"
"5198","Rhinolophus clivosus","Data Deficient"
"5199","Rhinolophus clivosus","Least Concern"
"5200","Rhinolophus coelophyllus","Least Concern"
"5201","Rhinolophus cognatus","Endangered"
"5202","Rhinolophus cohenae","Vulnerable"
"5203","Rhinolophus convexus","Data Deficient"
"5204","Rhinolophus creaghi","Least Concern"
"5205","Rhinolophus damarensis","Least Concern"
"5206","Rhinolophus darlingi","Least Concern"
"5207","Rhinolophus deckenii","Near Threatened"
"5208","Rhinolophus denti","Least Concern"
"5209","Rhinolophus eloquens","Least Concern"
"5210","Rhinolophus euryale","Vulnerable"
"5211","Rhinolophus euryale","Vulnerable"
"5212","Rhinolophus euryale","Near Threatened"
"5213","Rhinolophus euryotis","Least Concern"
"5214","Rhinolophus ferrumequinum","Near Threatened"
"5215","Rhinolophus ferrumequinum","Near Threatened"
"5216","Rhinolophus ferrumequinum","Least Concern"
"5217","Rhinolophus formosae","Least Concern"
"5218","Rhinolophus fumigatus","Least Concern"
"5219","Rhinolophus guineensis","Endangered"
"5220","Rhinolophus hildebrandtii","Least Concern"
"5221","Rhinolophus hilli","Critically Endangered"
"5222","Rhinolophus hillorum","Near Threatened"
"5223","Rhinolophus hipposideros","Near Threatened"
"5224","Rhinolophus hipposideros","Near Threatened"
"5225","Rhinolophus hipposideros","Least Concern"
"5226","Rhinolophus huananus","Least Concern"
"5227","Rhinolophus indorouxii","Data Deficient"
"5228","Rhinolophus inops","Least Concern"
"5229","Rhinolophus kahuzi","Endangered"
"5230","Rhinolophus keyensis","Data Deficient"
"5231","Rhinolophus landeri","Least Concern"
"5232","Rhinolophus lepidus","Least Concern"
"5233","Rhinolophus luctus","Least Concern"
"5234","Rhinolophus mabuensis","Endangered"
"5235","Rhinolophus maclaudi","Endangered"
"5236","Rhinolophus macrotis","Least Concern"
"5237","Rhinolophus madurensis","Vulnerable"
"5238","Rhinolophus maendeleo","Data Deficient"
"5239","Rhinolophus malayanus","Least Concern"
"5240","Rhinolophus marshalli","Least Concern"
"5241","Rhinolophus mcintyrei","Data Deficient"
"5242","Rhinolophus megaphyllus","Least Concern"
"5243","Rhinolophus mehelyi","Vulnerable"
"5244","Rhinolophus mehelyi","Vulnerable"
"5245","Rhinolophus mehelyi","Vulnerable"
"5246","Rhinolophus microglobosus","Least Concern"
"5247","Rhinolophus mitratus","Data Deficient"
"5248","Rhinolophus montanus","Endangered"
"5249","Rhinolophus mossambicus","Least Concern"
"5250","Rhinolophus nereis","Data Deficient"
"5251","Rhinolophus osgoodi","Least Concern"
"5252","Rhinolophus paradoxolophus","Least Concern"
"5253","Rhinolophus pearsonii","Least Concern"
"5254","Rhinolophus perditus","Endangered"
"5255","Rhinolophus philippinensis","Least Concern"
"5256","Rhinolophus proconsulis","Endangered"
"5257","Rhinolophus pusillus","Least Concern"
"5258","Rhinolophus rex","Endangered"
"5259","Rhinolophus robinsoni","Near Threatened"
"5260","Rhinolophus rouxii","Least Concern"
"5261","Rhinolophus rufus","Near Threatened"
"5262","Rhinolophus ruwenzorii","Endangered"
"5263","Rhinolophus sakejiensis","Data Deficient"
"5264","Rhinolophus schnitzleri","Data Deficient"
"5265","Rhinolophus sedulus","Near Threatened"
"5266","Rhinolophus shameli","Least Concern"
"5267","Rhinolophus shortridgei","Data Deficient"
"5268","Rhinolophus siamensis","Least Concern"
"5269","Rhinolophus silvestris","Data Deficient"
"5270","Rhinolophus simulator","Least Concern"
"5271","Rhinolophus sinicus","Least Concern"
"5272","Rhinolophus smithersi","Near Threatened"
"5273","Rhinolophus stheno","Least Concern"
"5274","Rhinolophus subbadius","Least Concern"
"5275","Rhinolophus subrufus","Data Deficient"
"5276","Rhinolophus swinnyi","Least Concern"
"5277","Rhinolophus tatar","Least Concern"
"5278","Rhinolophus thomasi","Least Concern"
"5279","Rhinolophus trifoliatus","Near Threatened"
"5280","Rhinolophus virgo","Least Concern"
"5281","Rhinolophus willardi","Endangered"
"5282","Rhinolophus xinanzhongguoensis","Near Threatened"
"5283","Rhinolophus yunanensis","Least Concern"
"5284","Rhinolophus ziama","Endangered"
"5285","Rhinonicteris aurantia","Least Concern"
"5286","Rhinophylla alethina","Near Threatened"
"5287","Rhinophylla fischerae","Least Concern"
"5288","Rhinophylla pumilio","Least Concern"
"5289","Rhinopithecus avunculus","Critically Endangered"
"5290","Rhinopithecus bieti","Endangered"
"5291","Rhinopithecus brelichi","Endangered"
"5292","Rhinopithecus roxellana","Endangered"
"5293","Rhinopithecus strykeri","Critically Endangered"
"5294","Rhinopoma cystops","Least Concern"
"5295","Rhinopoma hadramauticum","Endangered"
"5296","Rhinopoma hardwickii","Least Concern"
"5297","Rhinopoma macinnesi","Data Deficient"
"5298","Rhinopoma microphyllum","Least Concern"
"5299","Rhinopoma microphyllum","Least Concern"
"5300","Rhinopoma muscatellum","Least Concern"
"5301","Rhinosciurus laticaudatus","Near Threatened"
"5302","Rhipidomys albujai","Data Deficient"
"5303","Rhipidomys austrinus","Least Concern"
"5304","Rhipidomys cariri","Data Deficient"
"5305","Rhipidomys caucensis","Data Deficient"
"5306","Rhipidomys couesi","Least Concern"
"5307","Rhipidomys emiliae","Least Concern"
"5308","Rhipidomys fulviventer","Least Concern"
"5309","Rhipidomys gardneri","Least Concern"
"5310","Rhipidomys ipukensis","Data Deficient"
"5311","Rhipidomys itoan","Least Concern"
"5312","Rhipidomys latimanus","Least Concern"
"5313","Rhipidomys leucodactylus","Least Concern"
"5314","Rhipidomys macconnelli","Least Concern"
"5315","Rhipidomys macrurus","Least Concern"
"5316","Rhipidomys mastacalis","Least Concern"
"5317","Rhipidomys modicus","Least Concern"
"5318","Rhipidomys nitela","Least Concern"
"5319","Rhipidomys ochrogaster","Data Deficient"
"5320","Rhipidomys tribei","Data Deficient"
"5321","Rhipidomys venezuelae","Least Concern"
"5322","Rhipidomys venustus","Least Concern"
"5323","Rhipidomys wetzeli","Least Concern"
"5324","Rhizomys pruinosus","Least Concern"
"5325","Rhizomys sinensis","Least Concern"
"5326","Rhizomys sumatrensis","Least Concern"
"5327","Rhogeessa aeneus","Least Concern"
"5328","Rhogeessa bickhami","Least Concern"
"5329","Rhogeessa genowaysi","Endangered"
"5330","Rhogeessa hussoni","Data Deficient"
"5331","Rhogeessa io","Least Concern"
"5332","Rhogeessa menchuae","Data Deficient"
"5333","Rhogeessa minutilla","Vulnerable"
"5334","Rhogeessa mira","Vulnerable"
"5335","Rhogeessa parvula","Least Concern"
"5336","Rhogeessa tumida","Least Concern"
"5337","Rhogeessa velilla","Data Deficient"
"5338","Rhombomys opimus","Least Concern"
"5339","Rhynchocyon chrysopygus","Endangered"
"5340","Rhynchocyon cirnei","Least Concern"
"5341","Rhynchocyon petersi","Least Concern"
"5342","Rhynchocyon udzungwensis","Vulnerable"
"5343","Rhynchogale melleri","Least Concern"
"5344","Rhyncholestes raphanurus","Near Threatened"
"5345","Rhynchomeles prattorum","Endangered"
"5346","Rhynchomys banahao","Least Concern"
"5347","Rhynchomys isarogensis","Vulnerable"
"5348","Rhynchomys soricoides","Near Threatened"
"5349","Rhynchomys tapulao","Data Deficient"
"5350","Rhynchonycteris naso","Least Concern"
"5351","Rhyneptesicus nasutus","Least Concern"
"5352","Romerolagus diazi","Endangered"
"5353","Rousettus aegyptiacus","Near Threatened"
"5354","Rousettus aegyptiacus","Not Applicable"
"5355","Rousettus aegyptiacus","Least Concern"
"5356","Rousettus amplexicaudatus","Least Concern"
"5357","Rousettus celebensis","Least Concern"
"5358","Rousettus lanosus","Least Concern"
"5359","Rousettus leschenaultii","Least Concern"
"5360","Rousettus linduensis","Data Deficient"
"5361","Rousettus madagascariensis","Vulnerable"
"5362","Rousettus obliviosus","Vulnerable"
"5363","Rousettus spinalatus","Vulnerable"
"5364","Rubrisciurus rubriventer","Vulnerable"
"5365","Rucervus duvaucelii","Vulnerable"
"5366","Rucervus eldii","Endangered"
"5367","Rucervus schomburgki","Extinct"
"5368","Rungwecebus kipunji","Endangered"
"5369","Rupicapra pyrenaica","Least Concern"
"5370","Rupicapra rupicapra","Least Concern"
"5371","Rupicapra rupicapra","Least Concern"
"5372","Rupicapra rupicapra","Least Concern"
"5373","Rusa alfredi","Endangered"
"5374","Rusa marianna","Vulnerable"
"5375","Rusa timorensis","Vulnerable"
"5376","Rusa unicolor","Vulnerable"
"5377","Ruwenzorisorex suncoides","Vulnerable"
"5378","Saccolaimus flaviventris","Least Concern"
"5379","Saccolaimus mixtus","Near Threatened"
"5380","Saccolaimus peli","Least Concern"
"5381","Saccolaimus saccolaimus","Least Concern"
"5382","Saccopteryx antioquensis","Endangered"
"5383","Saccopteryx bilineata","Least Concern"
"5384","Saccopteryx canescens","Least Concern"
"5385","Saccopteryx gymnura","Data Deficient"
"5386","Saccopteryx leptura","Least Concern"
"5387","Saccostomus campestris","Least Concern"
"5388","Saccostomus mearnsi","Least Concern"
"5389","Saguinus bicolor","Critically Endangered"
"5390","Saguinus geoffroyi","Near Threatened"
"5391","Saguinus imperator","Least Concern"
"5392","Saguinus inustus","Least Concern"
"5393","Saguinus labiatus","Least Concern"
"5394","Saguinus leucopus","Vulnerable"
"5395","Saguinus martinsi","Near Threatened"
"5396","Saguinus melanoleucus","Least Concern"
"5397","Saguinus midas","Least Concern"
"5398","Saguinus mystax","Least Concern"
"5399","Saguinus niger","Vulnerable"
"5400","Saguinus oedipus","Critically Endangered"
"5401","Saguinus ursulus","Vulnerable"
"5402","Saiga tatarica","Critically Endangered"
"5403","Saiga tatarica","Critically Endangered"
"5404","Saimiri boliviensis","Least Concern"
"5405","Saimiri cassiquiarensis","Least Concern"
"5406","Saimiri collinsi","Least Concern"
"5407","Saimiri oerstedii","Vulnerable"
"5408","Saimiri sciureus","Least Concern"
"5409","Saimiri ustus","Near Threatened"
"5410","Saimiri vanzolinii","Vulnerable"
"5411","Salanoia concolor","Vulnerable"
"5412","Salinomys delicatus","Data Deficient"
"5413","Salpingotulus michaelis","Data Deficient"
"5414","Salpingotus crassicauda","Least Concern"
"5415","Salpingotus heptneri","Data Deficient"
"5416","Salpingotus kozlovi","Least Concern"
"5417","Salpingotus pallidus","Data Deficient"
"5418","Santamartamys rufodorsalis","Critically Endangered"
"5419","Sapajus apella","Least Concern"
"5420","Sapajus cay","Least Concern"
"5421","Sapajus flavius","Endangered"
"5422","Sapajus libidinosus","Near Threatened"
"5423","Sapajus nigritus","Near Threatened"
"5424","Sapajus robustus","Endangered"
"5425","Sapajus xanthosternos","Critically Endangered"
"5426","Sarcophilus harrisii","Endangered"
"5427","Sauromys petrophilus","Least Concern"
"5428","Saxatilomys paulinae","Data Deficient"
"5429","Scalopus aquaticus","Least Concern"
"5430","Scapanulus oweni","Least Concern"
"5431","Scapanus latimanus","Least Concern"
"5432","Scapanus orarius","Least Concern"
"5433","Scapanus townsendii","Least Concern"
"5434","Scapteromys aquaticus","Least Concern"
"5435","Scapteromys tumidus","Least Concern"
"5436","Scaptochirus moschatus","Least Concern"
"5437","Scaptonyx fusicaudus","Least Concern"
"5438","Sciurillus pusillus","Least Concern"
"5439","Sciurocheirus alleni","Near Threatened"
"5440","Sciurocheirus gabonensis","Least Concern"
"5441","Sciurocheirus makandensis","Data Deficient"
"5442","Sciurotamias davidianus","Least Concern"
"5443","Sciurotamias forresti","Least Concern"
"5444","Sciurus aberti","Least Concern"
"5445","Sciurus aestuans","Least Concern"
"5446","Sciurus alleni","Least Concern"
"5447","Sciurus anomalus","Least Concern"
"5448","Sciurus anomalus","Not Applicable"
"5449","Sciurus anomalus","Least Concern"
"5450","Sciurus arizonensis","Data Deficient"
"5451","Sciurus aureogaster","Least Concern"
"5452","Sciurus carolinensis","Least Concern"
"5453","Sciurus colliaei","Least Concern"
"5454","Sciurus deppei","Least Concern"
"5455","Sciurus flammifer","Data Deficient"
"5456","Sciurus gilvigularis","Data Deficient"
"5457","Sciurus granatensis","Least Concern"
"5458","Sciurus griseus","Least Concern"
"5459","Sciurus ignitus","Least Concern"
"5460","Sciurus igniventris","Least Concern"
"5461","Sciurus lis","Least Concern"
"5462","Sciurus nayaritensis","Least Concern"
"5463","Sciurus niger","Least Concern"
"5464","Sciurus oculatus","Least Concern"
"5465","Sciurus pucheranii","Data Deficient"
"5466","Sciurus pyrrhinus","Data Deficient"
"5467","Sciurus richmondi","Near Threatened"
"5468","Sciurus sanborni","Data Deficient"
"5469","Sciurus spadiceus","Least Concern"
"5470","Sciurus stramineus","Least Concern"
"5471","Sciurus variegatoides","Least Concern"
"5472","Sciurus vulgaris","Least Concern"
"5473","Sciurus vulgaris","Least Concern"
"5474","Sciurus vulgaris","Least Concern"
"5475","Sciurus yucatanensis","Least Concern"
"5476","Scleronycteris ega","Data Deficient"
"5477","Scolomys melanops","Least Concern"
"5478","Scolomys ucayalensis","Least Concern"
"5479","Scoteanax rueppellii","Least Concern"
"5480","Scotinomys teguina","Least Concern"
"5481","Scotinomys xerampelinus","Least Concern"
"5482","Scotoecus albofuscus","Data Deficient"
"5483","Scotoecus hirundo","Least Concern"
"5484","Scotoecus pallidus","Least Concern"
"5485","Scotomanes ornatus","Least Concern"
"5486","Scotonycteris bergmansi","Least Concern"
"5487","Scotonycteris ophiodon","Near Threatened"
"5488","Scotonycteris zenkeri","Least Concern"
"5489","Scotophilus andrewreborii","Least Concern"
"5490","Scotophilus borbonicus","Data Deficient"
"5491","Scotophilus celebensis","Data Deficient"
"5492","Scotophilus collinus","Least Concern"
"5493","Scotophilus dinganii","Least Concern"
"5494","Scotophilus ejetai","Least Concern"
"5495","Scotophilus heathii","Least Concern"
"5496","Scotophilus kuhlii","Least Concern"
"5497","Scotophilus leucogaster","Least Concern"
"5498","Scotophilus livingstonii","Least Concern"
"5499","Scotophilus marovaza","Least Concern"
"5500","Scotophilus nigrita","Least Concern"
"5501","Scotophilus nucella","Data Deficient"
"5502","Scotophilus nux","Least Concern"
"5503","Scotophilus robustus","Least Concern"
"5504","Scotophilus tandrefana","Data Deficient"
"5505","Scotophilus trujilloi","Least Concern"
"5506","Scotophilus viridis","Least Concern"
"5507","Scotorepens balstoni","Least Concern"
"5508","Scotorepens greyii","Least Concern"
"5509","Scotorepens orion","Least Concern"
"5510","Scotorepens sanborni","Least Concern"
"5511","Scotozous dormeri","Least Concern"
"5512","Scutisorex somereni","Least Concern"
